j,k,i,lambda,pitch,r,c,a,a_prime,CL,CD,Cn,Ct,V_rel,dT,dQ,dP
4,1,16,4.5,-5,22.088,2.358,0.129928,0.01671,1.450317,0.192242,0.965762,0.257025,22.780538,649.986991,3820.900786,3582.094487
4,1,17,4.5,-5,23.25,2.276,0.133053,0.015666,1.509893,0.185444,1.047363,0.268597,23.775331,741.114446,4418.880545,4142.700511
4,1,18,4.5,-5,24.413,2.203,0.131381,0.014141,1.510404,0.177109,1.080395,0.265959,24.782924,804.016552,4831.908615,4529.914327
4,1,19,4.5,-5,25.575,2.138,0.130243,0.01288,1.50882,0.168577,1.106164,0.262086,25.795879,865.546608,5244.813559,4917.012712
4,1,20,4.5,-5,26.738,2.078,0.129628,0.011751,1.506737,0.162323,1.126288,0.255736,26.813373,925.466112,5618.654887,5267.488957
4,1,21,4.5,-5,27.9,2.018,0.129111,0.010797,1.504223,0.155514,1.139794,0.249127,27.836089,980.227263,5977.566872,5603.968942
4,1,22,4.5,-5,29.063,1.958,0.128755,0.009957,1.501859,0.149349,1.147545,0.241603,28.86415,1029.585616,6299.932717,5906.186922
4,1,23,4.5,-5,30.225,1.898,0.128689,0.009235,1.501434,0.143521,1.150966,0.233845,29.895513,1073.824741,6594.261316,6182.119984
4,1,24,4.5,-5,31.388,1.838,0.12886,0.008561,1.501921,0.139491,1.14957,0.224544,30.930277,1111.760461,6816.182695,6390.171276
4,1,25,4.5,-5,32.55,1.778,0.129127,0.007995,1.502516,0.13456,1.142009,0.215588,31.968665,1141.334862,7013.246945,6574.919011
4,1,26,4.5,-5,33.713,1.718,0.129458,0.007477,1.502281,0.130257,1.127665,0.205645,33.010802,1161.123034,7138.604127,6692.441369
4,1,27,4.5,-5,34.875,1.658,0.134654,0.007503,1.552981,0.11966,1.14613,0.208554,34.058277,1212.34519,7693.535988,7212.689989
4,1,28,4.5,-5,36.038,1.598,0.135634,0.007084,1.555341,0.115818,1.119503,0.197301,35.105701,1212.606552,7701.680729,7220.325684
4,1,29,4.5,-5,37.2,1.538,0.136964,0.006709,1.557507,0.112291,1.084778,0.185166,36.154151,1199.433397,7616.21425,7140.200859
4,1,30,4.5,-5,38.363,1.478,0.138502,0.006327,1.5574,0.110728,1.039554,0.170647,37.204041,1169.6727,7365.954515,6905.582358
4,1,31,4.5,-5,39.525,1.418,0.140633,0.006023,1.557027,0.10809,0.983774,0.155999,38.255614,1122.857621,7037.555873,6597.708631
4,1,32,4.5,-5,40.688,1.358,0.143766,0.005774,1.556666,0.105539,0.916176,0.140235,39.309126,1057.372292,6585.230121,6173.653238
4,1,33,4.5,-5,41.85,1.298,0.148494,0.00556,1.556483,0.104246,0.835126,0.122542,40.360951,971.207632,5964.033569,5591.281471
4,1,34,4.5,-5,43.013,1.238,0.155947,0.005396,1.556449,0.104005,0.737988,0.102897,41.411593,861.740173,5168.08278,4845.077607
4,1,35,4.5,-5,44.175,1.178,0.134422,0.004011,1.270932,0.105045,0.492839,0.060814,42.471566,575.982975,3139.683059,2943.452868
4,1,36,4.5,-5,45.57,1.106,0.158206,0.004322,1.2774,0.09936,0.355987,0.041519,43.724504,414.001835,2200.338388,2062.817238
4,1,37,4.5,-5,46.5,1.067,0.197811,0.005089,1.289463,0.089722,0.24823,0.02782,44.543883,289.039551,1506.315092,1412.170399
4,1,38,4.5,-5,47.07,1.028,0.248763,0.005932,1.296,0.081614,0.171953,0.018079,45.021099,197.059888,975.255508,914.302039
4,1,39,4.5,-5,47.256,0.995,0.270354,0.006667,1.288134,0.06888,0.142614,0.01557,45.190811,159.385175,822.313249,770.918671
4,1,40,4.5,-5,47.442,0.905,0.281689,0.007178,1.273925,0.058948,0.109021,0.012345,45.368387,111.693653,600.046875,562.543945
4,1,41,4.5,-5,47.628,0.748,0.281709,0.007514,1.264475,0.050471,0.073265,0.008718,45.55658,62.554781,354.527277,332.369322
4,1,42,4.5,-5,47.814,0.501,0.259908,0.007375,1.256017,0.045289,0.035882,0.00456,45.758669,20.70256,125.8005,117.937969
4,1,43,4.5,-5,48,0.07,0.999945,-0.999938,1.270648,0.05577,0,0,0.002828,0,0,0
4,2,1,4.5,-3,1.3,2.4,0.333333,3.400118,0,0.356517,0.051052,-0.041066,8.555839,4.93303,-5.158546,-4.836137
4,2,2,4.5,-3,2.325,2.358,0.333333,1.719761,0,0.357566,0.06682,-0.059418,8.921231,6.897001,-14.259344,-13.368135
4,2,3,4.5,-3,3.45,2.259,0.333333,1.040862,0,0.357889,0.079118,-0.078338,9.381711,8.652063,-29.555209,-27.708008
4,2,4,4.5,-3,5.45,2.338,0.333333,0.5494,0,0.363646,0.095327,-0.113198,10.34963,13.130226,-84.975011,-79.664073
4,2,5,4.5,-3,7.45,2.339,0.333333,0.339968,0,0.368206,0.105695,-0.148377,11.490531,17.952572,-187.757009,-176.022196
4,2,6,4.5,-3,9.3,2.848,0.333333,0.236433,0,0.381018,0.114356,-0.184916,12.675019,28.777883,-432.77077,-405.722597
4,2,7,4.5,-3,11.625,3.708,0.221006,0.093062,1.465362,0.220159,0.490099,0.224769,14.233587,202.495122,1079.596418,1012.121642
4,2,8,4.5,-3,12.555,3.672,0.212848,0.078124,1.464648,0.217839,0.541971,0.233989,14.932963,244.080771,1323.029648,1240.340295
4,2,9,4.5,-3,13.95,3.418,0.19078,0.05926,1.462425,0.210754,0.609337,0.247307,16.04347,294.841797,1669.332417,1564.999141
4,2,10,4.5,-3,15.113,3.196,0.174566,0.047382,1.459879,0.206789,0.664577,0.255399,16.980959,336.852157,1956.431,1834.154063
4,2,11,4.5,-3,16.275,3.002,0.161566,0.038582,1.456551,0.201609,0.718871,0.261686,17.927868,381.4889,2260.121069,2118.863502
4,2,12,4.5,-3,17.438,2.833,0.151203,0.031947,1.452532,0.195498,0.771331,0.266236,18.885346,428.647354,2580.014894,2418.763963
4,2,13,4.5,-3,18.6,2.687,0.1429,0.026894,1.447921,0.188719,0.820868,0.269131,19.852042,478.095081,2915.531992,2733.311242
4,2,14,4.5,-3,19.763,2.561,0.136437,0.023013,1.443421,0.181137,0.867202,0.270793,20.828714,529.928615,3270.302885,3065.908955
4,2,15,4.5,-3,20.925,2.452,0.131533,0.019959,1.439808,0.174145,0.910357,0.27081,21.812214,584.10948,3635.912484,3408.667954
4,2,16,4.5,-3,22.088,2.358,0.127934,0.01759,1.437322,0.166276,0.949745,0.270248,22.805006,640.581053,4026.110063,3774.478184
4,2,17,4.5,-3,23.25,2.276,0.131847,0.016688,1.505044,0.157657,1.03666,0.285796,23.80047,735.093214,4711.778161,4417.292026
4,2,18,4.5,-3,24.413,2.203,0.129926,0.015033,1.502185,0.1502,1.067269,0.282432,24.807131,795.800453,5141.201123,4819.876053
4,2,19,4.5,-3,25.575,2.138,0.128904,0.013739,1.501651,0.141722,1.093824,0.279333,25.819781,857.478258,5600.321067,5250.301
4,2,20,4.5,-3,26.738,2.078,0.128575,0.012616,1.502449,0.13512,1.116213,0.274351,26.837302,918.825352,6038.394757,5660.995085
4,2,21,4.5,-3,27.9,2.018,0.128272,0.011652,1.501968,0.128174,1.131461,0.268638,27.859944,974.729043,6456.788194,6053.238932
4,2,22,4.5,-3,29.063,1.958,0.128072,0.010792,1.501035,0.121978,1.140545,0.261677,28.88791,1024.99089,6834.616432,6407.452905
4,2,23,4.5,-3,30.225,1.898,0.128043,0.010034,1.500674,0.116359,1.14427,0.253896,29.919062,1069.260141,7170.95182,6722.767331
4,2,24,4.5,-3,31.388,1.838,0.128192,0.009322,1.500646,0.112578,1.142725,0.244321,30.953636,1106.810705,7427.714094,6963.481963
4,2,25,4.5,-3,32.55,1.778,0.128422,0.008718,1.500611,0.107949,1.134953,0.23493,31.991815,1135.926345,7653.522797,7175.177622
4,2,26,4.5,-3,33.713,1.718,0.128785,0.008176,1.500558,0.10377,1.121042,0.224735,33.033886,1155.918224,7812.191501,7323.929532
4,2,27,4.5,-3,34.875,1.658,0.134449,0.008213,1.5558,0.093247,1.143453,0.22812,34.081255,1211.145991,8426.687157,7900.01921
4,2,28,4.5,-3,36.038,1.598,0.135227,0.007747,1.5558,0.089941,1.115304,0.215635,35.128432,1209.623368,8428.250443,7901.48479
4,2,29,4.5,-3,37.2,1.538,0.136304,0.007333,1.5558,0.086916,1.079249,0.202264,36.176885,1194.821257,8329.962158,7809.339524
4,2,30,4.5,-3,38.363,1.478,0.137768,0.006931,1.554841,0.085547,1.03378,0.186807,37.226878,1164.604889,8073.385213,7568.798637
4,2,31,4.5,-3,39.525,1.418,0.139761,0.006605,1.553015,0.08324,0.977443,0.170926,38.278561,1116.970202,7720.218152,7237.704517
4,2,32,4.5,-3,40.688,1.358,0.142813,0.006337,1.551241,0.080998,0.909516,0.153814,39.332154,1050.91709,7231.367347,6779.406888
4,2,33,4.5,-3,41.85,1.298,0.147454,0.006119,1.550346,0.079866,0.828706,0.134789,40.384596,964.871461,6567.766439,6157.281036
4,2,34,4.5,-3,43.013,1.238,0.154799,0.005969,1.550189,0.079667,0.732256,0.11372,41.436536,856.077443,5718.553177,5361.143604
4,2,35,4.5,-3,44.175,1.178,0.136596,0.004859,1.294256,0.075819,0.500765,0.073664,42.501513,586.071378,3808.460985,3570.432174
4,2,36,4.5,-3,45.57,1.106,0.159742,0.005193,1.292632,0.071688,0.359515,0.049865,43.75806,418.746336,2646.734003,2481.313128
4,2,37,4.5,-3,46.5,1.067,0.19626,0.005893,1.283222,0.065814,0.245958,0.032165,44.581153,286.874039,1744.463338,1635.43438
4,2,38,4.5,-3,47.07,1.028,0.243715,0.006732,1.27553,0.060504,0.167866,0.020449,45.06435,192.745837,1105.214967,1036.139031
4,2,39,4.5,-3,47.256,0.995,0.263477,0.00744,1.262958,0.049541,0.138369,0.017294,45.235728,154.948558,915.174516,857.976109
4,2,40,4.5,-3,47.442,0.905,0.274375,0.00794,1.248293,0.040657,0.10564,0.013587,45.413466,108.444467,661.690274,620.334632
4,2,41,4.5,-3,47.628,0.748,0.273575,0.008201,1.236016,0.033404,0.070738,0.009462,45.599764,60.511684,385.493157,361.399835
4,2,42,4.5,-3,47.814,0.501,0.253345,0.008018,1.231055,0.028239,0.034812,0.004935,45.797795,20.119311,136.377941,127.85432
4,2,43,4.5,-3,48,0.07,0.999945,-0.999938,1.242352,0.037211,0,0,0.002828,0,0,0
4,3,1,4.5,-1,1.3,2.4,0.333333,3.400118,0,0.356517,0.051052,-0.041066,8.555839,4.93303,-5.158546,-4.836137
4,3,2,4.5,-1,2.325,2.358,0.333333,1.719761,0,0.357566,0.06682,-0.059418,8.921231,6.897001,-14.259344,-13.368135
4,3,3,4.5,-1,3.45,2.259,0.333333,1.040862,0,0.357889,0.079118,-0.078338,9.381711,8.652063,-29.555209,-27.708008
4,3,4,4.5,-1,5.45,2.338,0.333333,0.5494,0,0.363646,0.095327,-0.113198,10.34963,13.130226,-84.975011,-79.664073
4,3,5,4.5,-1,7.45,2.339,0.333333,0.339968,0,0.368206,0.105695,-0.148377,11.490531,17.952572,-187.757009,-176.022196
4,3,6,4.5,-1,9.3,2.848,0.333333,0.236433,0,0.381018,0.114356,-0.184916,12.675019,28.777883,-432.77077,-405.722597
4,3,7,4.5,-1,11.625,3.708,0.217279,0.095616,1.451986,0.194696,0.479764,0.229951,14.277288,199.44429,1111.274395,1041.819745
4,3,8,4.5,-1,12.555,3.672,0.209133,0.080372,1.450535,0.192562,0.530484,0.23971,14.975033,240.255287,1363.02482,1277.835769
4,3,9,4.5,-1,13.95,3.418,0.187223,0.060917,1.446035,0.185946,0.595823,0.253329,16.080137,289.621996,1717.804534,1610.441751
4,3,10,4.5,-1,15.113,3.196,0.171344,0.048814,1.443771,0.181815,0.650345,0.262338,17.014364,330.936321,2017.494373,1891.400975
4,3,11,4.5,-1,16.275,3.002,0.158657,0.039859,1.440986,0.176424,0.704121,0.269667,17.958694,374.947006,2337.06761,2191.000885
4,3,12,4.5,-1,17.438,2.833,0.148617,0.033132,1.438211,0.169969,0.756526,0.27553,18.914269,421.708487,2678.27067,2510.878753
4,3,13,4.5,-1,18.6,2.687,0.140741,0.028059,1.43642,0.162528,0.807067,0.280319,19.879689,471.366779,3045.195703,2854.870972
4,3,14,4.5,-1,19.763,2.561,0.134782,0.024195,1.436123,0.154159,0.855522,0.284326,20.855505,524.13711,3442.572919,3227.412112
4,3,15,4.5,-1,20.925,2.452,0.130419,0.021168,1.437488,0.146366,0.901649,0.286906,21.83841,579.912507,3861.265198,3619.936123
4,3,16,4.5,-1,22.088,2.358,0.127696,0.018912,1.444255,0.137055,0.947244,0.290339,22.831222,640.363805,4335.379639,4064.418412
4,3,17,4.5,-1,23.25,2.276,0.130832,0.017721,1.502292,0.130329,1.02764,0.303188,23.825137,730.207945,5008.876373,4695.8216
4,3,18,4.5,-1,24.413,2.203,0.129112,0.016031,1.501163,0.122825,1.059584,0.300908,24.831378,791.615207,5488.254869,5145.23894
4,3,19,4.5,-1,25.575,2.138,0.128141,0.014677,1.500662,0.114664,1.086331,0.298139,25.843534,853.171383,5988.370384,5614.097235
4,3,20,4.5,-1,26.738,2.078,0.127771,0.01349,1.500615,0.108472,1.108256,0.293112,26.860636,913.862629,6462.538189,6058.629552
4,3,21,4.5,-1,27.9,2.018,0.12753,0.012488,1.500527,0.101706,1.123998,0.287689,27.883034,969.905851,6926.140727,6493.256932
4,3,22,4.5,-1,29.063,1.958,0.127432,0.011601,1.500433,0.095573,1.133951,0.281084,28.910858,1020.685163,7353.167896,6893.594903
4,3,23,4.5,-1,30.225,1.898,0.127514,0.01082,1.501047,0.089989,1.138678,0.273594,29.941915,1065.66043,7739.103884,7255.409892
4,3,24,4.5,-1,31.388,1.838,0.127752,0.010086,1.501763,0.08622,1.137959,0.26416,30.976445,1103.81921,8042.697511,7540.028917
4,3,25,4.5,-1,32.55,1.778,0.128087,0.009463,1.50264,0.081608,1.131157,0.254821,32.014595,1133.739508,8313.375618,7793.789642
4,3,26,4.5,-1,33.713,1.718,0.12859,0.008906,1.503913,0.077429,1.11854,0.244641,33.056662,1154.929055,8515.907807,7983.663569
4,3,27,4.5,-1,34.875,1.658,0.132997,0.008753,1.545061,0.070078,1.130543,0.243018,34.102018,1198.931912,8987.940476,8426.194197
4,3,28,4.5,-1,36.038,1.598,0.133688,0.008261,1.544048,0.067084,1.102087,0.229853,35.149053,1196.692194,8994.524567,8432.366782
4,3,29,4.5,-1,37.2,1.538,0.134681,0.007826,1.54312,0.064345,1.065891,0.215755,36.197427,1181.373102,8895.667847,8339.688606
4,3,30,4.5,-1,38.363,1.478,0.136122,0.007412,1.541981,0.063076,1.020928,0.19971,37.247541,1151.403435,8640.630112,8100.59073
4,3,31,4.5,-1,39.525,1.418,0.138056,0.007074,1.539649,0.060983,0.965001,0.182999,38.299346,1103.949511,8274.528802,7757.370752
4,3,32,4.5,-1,40.688,1.358,0.141032,0.006799,1.537386,0.058952,0.897651,0.164937,39.353226,1038.318745,7762.605434,7277.442595
4,3,33,4.5,-1,41.85,1.298,0.145604,0.006582,1.536245,0.057928,0.81775,0.144897,40.406254,953.136851,7067.905151,6626.161079
4,3,34,4.5,-1,43.013,1.238,0.152868,0.006444,1.536048,0.057752,0.722526,0.122687,41.459241,845.62809,6176.221542,5790.207695
4,3,35,4.5,-1,44.175,1.178,0.133474,0.005263,1.270191,0.055326,0.488671,0.079704,42.524262,572.529715,4125.118082,3867.298202
4,3,36,4.5,-1,45.57,1.106,0.155809,0.005635,1.266577,0.051821,0.349989,0.054017,43.784162,408.136958,2870.519749,2691.112265
4,3,37,4.5,-1,46.5,1.067,0.191483,0.006432,1.258021,0.046516,0.239322,0.035015,44.612894,279.531759,1901.747655,1782.888426
4,3,38,4.5,-1,47.07,1.028,0.237572,0.007395,1.250373,0.041864,0.163025,0.022373,45.103504,187.512955,1211.297479,1135.591386
4,3,39,4.5,-1,47.256,0.995,0.256073,0.008081,1.235086,0.032436,0.133831,0.018696,45.275869,150.132931,991.131747,929.186012
4,3,40,4.5,-1,47.442,0.905,0.266574,0.008581,1.220636,0.024432,0.102097,0.014601,45.45413,104.995817,712.380447,667.856669
4,3,41,4.5,-1,47.628,0.748,0.25711,0.008415,1.175761,0.021816,0.065759,0.0096,45.635707,56.341818,391.746672,367.262505
4,3,42,4.5,-1,47.814,0.501,0.231903,0.007873,1.143742,0.020073,0.031419,0.004776,45.826807,18.181538,132.147291,123.888085
4,3,43,4.5,-1,48,0.07,0.999945,-0.999938,1.19029,0.022663,0,0,0.002828,0,0,0
4,4,1,4.5,1,1.3,2.4,0.333333,3.400118,0,0.356517,0.051052,-0.041066,8.555839,4.93303,-5.158546,-4.836137
4,4,2,4.5,1,2.325,2.358,0.333333,1.719761,0,0.357566,0.06682,-0.059418,8.921231,6.897001,-14.259344,-13.368135
4,4,3,4.5,1,3.45,2.259,0.333333,1.040862,0,0.357889,0.079118,-0.078338,9.381711,8.652063,-29.555209,-27.708008
4,4,4,4.5,1,5.45,2.338,0.333333,0.5494,0,0.363646,0.095327,-0.113198,10.34963,13.130226,-84.975011,-79.664073
4,4,5,4.5,1,7.45,2.339,0.333333,0.339968,0,0.368206,0.105695,-0.148377,11.490531,17.952572,-187.757009,-176.022196
4,4,6,4.5,1,9.3,2.848,0.333333,0.236433,0,0.381018,0.114356,-0.184916,12.675019,28.777883,-432.77077,-405.722597
4,4,7,4.5,1,11.625,3.708,0.213434,0.098107,1.438088,0.169459,0.469252,0.234924,14.321081,196.272704,1142.28277,1070.890097
4,4,8,4.5,1,12.555,3.672,0.205647,0.082677,1.437502,0.167024,0.519525,0.245684,15.016493,236.596926,1404.741655,1316.945301
4,4,9,4.5,1,13.95,3.418,0.184389,0.062987,1.435729,0.159658,0.585088,0.261163,16.11782,285.73835,1779.237422,1668.035083
4,4,10,4.5,1,15.113,3.196,0.169052,0.050703,1.435977,0.154995,0.640175,0.271854,17.0489,327.084981,2099.171823,1967.973584
4,4,11,4.5,1,16.275,3.002,0.15703,0.04166,1.437048,0.148879,0.695479,0.281362,17.990596,371.662322,2447.092719,2294.149424
4,4,12,4.5,1,17.438,2.833,0.147663,0.034932,1.440255,0.141432,0.750825,0.290158,18.944844,419.884668,2829.583214,2652.734263
4,4,13,4.5,1,18.6,2.687,0.140923,0.029985,1.448592,0.132308,0.807316,0.29934,19.909189,472.913083,3261.48408,3057.641325
4,4,14,4.5,1,19.763,2.561,0.136307,0.02631,1.462295,0.121772,0.86481,0.309098,20.884865,531.320456,3753.04807,3518.482566
4,4,15,4.5,1,20.925,2.452,0.133232,0.023425,1.477638,0.111896,0.920872,0.317453,21.867867,593.874991,4283.911872,4016.16738
4,4,16,4.5,1,22.088,2.358,0.132457,0.021432,1.506052,0.099708,0.9826,0.329036,22.861336,666.018667,4926.165662,4618.280308
4,4,17,4.5,1,23.25,2.276,0.129937,0.018738,1.500559,0.103833,1.019602,0.320271,23.849031,725.951011,5301.72775,4970.369766
4,4,18,4.5,1,24.413,2.203,0.128352,0.017,1.500446,0.096404,1.052376,0.318807,24.854809,787.715065,5825.692676,5461.586884
4,4,19,4.5,1,25.575,2.138,0.127545,0.015612,1.50137,0.088286,1.080345,0.316867,25.866653,849.988628,6375.934965,5977.43903
4,4,20,4.5,1,26.738,2.078,0.127317,0.014395,1.502544,0.082111,1.103393,0.312526,26.883574,911.406848,6902.357499,6470.960155
4,4,21,4.5,1,27.9,2.018,0.127304,0.013376,1.504668,0.075334,1.121103,0.30791,27.905812,968.988494,7425.073046,6961.00598
4,4,22,4.5,1,29.063,1.958,0.127445,0.012475,1.506885,0.069183,1.133147,0.302003,28.933508,1021.560248,7912.775163,7418.226715
4,4,23,4.5,1,30.225,1.898,0.12769,0.011667,1.508921,0.063746,1.139289,0.294761,29.964362,1067.832131,8350.362702,7828.465033
4,4,24,4.5,1,31.388,1.838,0.128016,0.010901,1.510299,0.060142,1.139351,0.285281,30.998731,1106.759897,8698.2658,8154.624187
4,4,25,4.5,1,32.55,1.778,0.128452,0.01025,1.511987,0.055731,1.133435,0.275782,32.036707,1137.592746,9009.620267,8446.519001
4,4,26,4.5,1,33.713,1.718,0.129024,0.009661,1.513709,0.051862,1.121401,0.265171,33.078545,1159.416785,9242.769271,8665.096192
4,4,27,4.5,1,34.875,1.658,0.130698,0.00916,1.524869,0.049647,1.110624,0.254271,34.120749,1179.102248,9414.462116,8826.058234
4,4,28,4.5,1,36.038,1.598,0.13112,0.008629,1.520954,0.047254,1.08058,0.240046,35.167438,1174.567021,9403.221323,8815.51999
4,4,29,4.5,1,37.2,1.538,0.131857,0.008161,1.517367,0.045062,1.043201,0.224952,36.215535,1157.382128,9284.12776,8703.869775
4,4,30,4.5,1,38.363,1.478,0.133196,0.007737,1.51541,0.043985,0.998619,0.208399,37.265678,1127.339734,9025.329134,8461.246063
4,4,31,4.5,1,39.525,1.418,0.134972,0.007383,1.511774,0.042248,0.943002,0.190937,38.317461,1079.80413,8641.610647,8101.509982
4,4,32,4.5,1,40.688,1.358,0.137707,0.007098,1.508265,0.040572,0.876285,0.172083,39.371629,1014.552673,8106.500777,7599.844478
4,4,33,4.5,1,41.85,1.298,0.14211,0.006881,1.506496,0.039727,0.797798,0.151347,40.42512,930.749453,7389.422682,6927.583764
4,4,34,4.5,1,43.013,1.238,0.149261,0.006753,1.506195,0.039583,0.704714,0.12845,41.47883,825.560888,6472.485244,6067.954916
4,4,35,4.5,1,44.175,1.178,0.129908,0.00559,1.242354,0.037212,0.475158,0.084512,42.544792,557.235589,4378.225897,4104.586779
4,4,36,4.5,1,45.57,1.106,0.151506,0.005992,1.237328,0.034296,0.339623,0.057323,43.807417,396.470198,3049.45201,2858.861259
4,4,37,4.5,1,46.5,1.067,0.186622,0.006891,1.232034,0.029258,0.23263,0.037418,44.641414,272.062236,2034.88125,1907.701172
4,4,38,4.5,1,47.07,1.028,0.232084,0.007994,1.227485,0.024832,0.158693,0.024102,45.138892,182.816217,1306.946745,1225.262574
4,4,39,4.5,1,47.256,0.995,0.239443,0.008197,1.169176,0.021432,0.123899,0.018768,45.308554,139.191953,996.346092,934.074462
4,4,40,4.5,1,47.442,0.905,0.239479,0.008217,1.117891,0.018715,0.090211,0.01375,45.48268,92.888333,671.708474,629.726694
4,4,41,4.5,1,47.628,0.748,0.230163,0.007998,1.072344,0.016755,0.057874,0.008971,45.661992,49.643177,366.492302,343.586533
4,4,42,4.5,1,47.814,0.501,0.2067,0.007402,1.036662,0.015452,0.027558,0.004419,45.848939,15.962846,122.385927,114.736806
4,4,43,4.5,1,48,0.07,0.999945,-0.999938,1.065571,0.016492,0,0,0.002828,0,0,0
4,5,1,4.5,3,1.3,2.4,0.333333,3.400118,0,0.356517,0.051052,-0.041066,8.555839,4.93303,-5.158546,-4.836137
4,5,2,4.5,3,2.325,2.358,0.333333,1.719761,0,0.357566,0.06682,-0.059418,8.921231,6.897001,-14.259344,-13.368135
4,5,3,4.5,3,3.45,2.259,0.333333,1.040862,0,0.357889,0.079118,-0.078338,9.381711,8.652063,-29.555209,-27.708008
4,5,4,4.5,3,5.45,2.338,0.333333,0.5494,0,0.363646,0.095327,-0.113198,10.34963,13.130226,-84.975011,-79.664073
4,5,5,4.5,3,7.45,2.339,0.333333,0.339968,0,0.368206,0.105695,-0.148377,11.490531,17.952572,-187.757009,-176.022196
4,5,6,4.5,3,9.3,2.848,0.333333,0.236433,0,0.381018,0.114356,-0.184916,12.675019,28.777883,-432.77077,-405.722597
4,5,7,4.5,3,11.625,3.708,0.212121,0.102264,1.441392,0.140188,0.465444,0.244406,14.366152,195.907366,1195.882942,1121.140258
4,5,8,4.5,3,12.555,3.672,0.204923,0.086637,1.444184,0.137132,0.516942,0.257089,15.059887,236.782992,1478.456613,1386.053074
4,5,9,4.5,3,13.95,3.418,0.185064,0.066805,1.452678,0.127961,0.587039,0.276935,16.157505,288.10453,1895.988347,1777.489075
4,5,10,4.5,3,15.113,3.196,0.170769,0.054379,1.462139,0.121872,0.646903,0.291669,17.086049,331.964699,2262.006441,2120.631039
4,5,11,4.5,3,16.275,3.002,0.159881,0.04527,1.474242,0.114082,0.708675,0.305995,18.025974,380.205246,2671.812607,2504.824319
4,5,12,4.5,3,17.438,2.833,0.152345,0.038718,1.495848,0.103975,0.775596,0.322073,18.979184,435.311138,3152.206449,2955.193546
4,5,13,4.5,3,18.6,2.687,0.147405,0.033902,1.523749,0.092308,0.845769,0.339024,19.94303,497.123554,3706.432187,3474.780175
4,5,14,4.5,3,19.763,2.561,0.145184,0.030469,1.563814,0.078718,0.922846,0.358646,20.918617,568.810066,4368.754813,4095.707637
4,5,15,4.5,3,20.925,2.452,0.143833,0.027586,1.598848,0.067107,0.995686,0.374423,21.901166,644.080242,5068.106363,4751.349716
4,5,16,4.5,3,22.088,2.358,0.143856,0.025343,1.636037,0.055071,1.067777,0.38933,22.893415,725.785549,5845.237743,5479.910384
4,5,17,4.5,3,23.25,2.276,0.129516,0.019823,1.503909,0.07744,1.01542,0.338525,23.872593,724.402479,5614.976813,5264.040762
4,5,18,4.5,3,24.413,2.203,0.128226,0.018057,1.506599,0.069978,1.050488,0.338361,24.877921,787.764479,6194.511848,5807.354858
4,5,19,4.5,3,25.575,2.138,0.127648,0.01663,1.509561,0.062073,1.08033,0.337246,25.889286,851.465226,6797.881687,6373.014081
4,5,20,4.5,3,26.738,2.078,0.127557,0.015367,1.511821,0.056164,1.104557,0.33334,26.905835,913.880114,7374.238913,6913.348981
4,5,21,4.5,3,27.9,2.018,0.127648,0.014294,1.514631,0.049898,1.123192,0.328759,27.927546,972.306709,7940.200772,7443.938223
4,5,22,4.5,3,29.063,1.958,0.127866,0.013341,1.517272,0.044271,1.135936,0.322695,28.954744,1025.578114,8467.361211,7938.151135
4,5,23,4.5,3,30.225,1.898,0.128173,0.012481,1.519573,0.039496,1.142654,0.315045,29.985012,1072.462559,8937.304486,8378.722956
4,5,24,4.5,3,31.388,1.838,0.128544,0.01167,1.521093,0.036383,1.143118,0.305149,31.018963,1111.869111,9316.201843,8733.939228
4,5,25,4.5,3,32.55,1.778,0.129028,0.010976,1.522953,0.03257,1.13762,0.295061,32.056446,1143.20023,9651.362435,9048.152283
4,5,26,4.5,3,33.713,1.718,0.1295,0.010326,1.523149,0.029657,1.124663,0.283191,33.097562,1164.126404,9882.224971,9264.58591
4,5,27,4.5,3,34.875,1.658,0.127031,0.009377,1.490233,0.032885,1.079916,0.260311,34.136976,1147.59186,9647.248226,9044.295212
4,5,28,4.5,3,36.038,1.598,0.127305,0.008828,1.484803,0.030906,1.049565,0.245578,35.183393,1141.8904,9628.653318,9026.862486
4,5,29,4.5,3,37.2,1.538,0.127896,0.008345,1.479829,0.029094,1.012208,0.230002,36.23128,1123.973596,9500.804354,8907.004081
4,5,30,4.5,3,38.363,1.478,0.129203,0.007916,1.477263,0.028159,0.968493,0.213214,37.281247,1094.24527,9241.57076,8663.972587
4,5,31,4.5,3,39.525,1.418,0.130979,0.007563,1.474166,0.026712,0.914816,0.195535,38.332961,1048.377108,8856.863161,8303.309213
4,5,32,4.5,3,40.688,1.358,0.133696,0.007279,1.471227,0.025321,0.85032,0.1764,39.387164,985.268201,8316.419541,7796.64332
4,5,33,4.5,3,41.85,1.298,0.138006,0.007067,1.469753,0.024624,0.774162,0.155355,40.441004,903.884517,7591.033049,7116.593483
4,5,34,4.5,3,43.013,1.238,0.144955,0.006952,1.469522,0.024514,0.68365,0.132092,41.495506,801.529222,6661.334235,6245.000845
4,5,35,4.5,3,44.175,1.178,0.124242,0.005726,1.194875,0.02293,0.453619,0.086324,42.561922,532.404641,4475.699388,4195.968177
4,5,36,4.5,3,45.57,1.106,0.143031,0.006039,1.176232,0.021843,0.319497,0.057558,43.825898,373.289865,3064.512681,2872.980638
