j,k,i,lambda,pitch,r,c,a,a_prime,CL,CD,Cn,Ct,V_rel,dT,dQ,dP
9,7,3,7,7,3.45,2.259,0.333333,0.562017,0,0.361968,0.077486,-0.091343,10.305666,10.224818,-41.58414,-60.643537
9,7,4,7,7,5.45,2.338,0.333333,0.27575,0,0.370557,0.091378,-0.13898,12.134867,17.302952,-143.425645,-209.162399
9,7,5,7,7,7.45,2.339,0.333333,0.162013,0,0.377636,0.098705,-0.18692,14.276895,25.88215,-365.150592,-532.511279
9,7,6,7,7,9.3,2.848,0.333333,0.108943,0,0.392343,0.103918,-0.234439,16.451358,44.055111,-924.313789,-1347.95761
9,7,7,7,7,11.625,3.708,0.252317,0.059874,1.017218,0.012644,0.491243,0.197287,19.461716,379.455542,1771.559896,2583.524848
9,7,8,7,7,12.555,3.672,0.24817,0.051101,1.010675,0.012624,0.539767,0.203133,20.661443,465.363786,2198.791857,3206.571458
9,7,9,7,7,13.95,3.418,0.224268,0.038943,0.988376,0.012539,0.587903,0.207348,22.51458,560.231909,2756.363786,4019.697188
9,7,10,7,7,15.113,3.196,0.20874,0.031659,0.98036,0.012506,0.630822,0.210542,24.07499,642.700003,3241.841573,4727.685627
9,7,11,7,7,16.275,3.002,0.195415,0.026069,0.967667,0.012455,0.666276,0.210655,25.647806,723.649138,3723.631551,5430.296012
9,7,12,7,7,17.438,2.833,0.183747,0.021726,0.950446,0.012385,0.693308,0.207918,27.234873,801.284045,4190.330032,6110.897964
9,7,13,7,7,18.6,2.687,0.17348,0.018264,0.928618,0.012296,0.711096,0.202572,28.830554,873.503943,4628.371265,6749.708095
9,7,14,7,7,19.763,2.561,0.164146,0.015472,0.902009,0.012188,0.719127,0.194911,30.437162,938.395625,5026.541349,7330.372801
9,7,15,7,7,20.925,2.452,0.157095,0.013304,0.878724,0.012103,0.724655,0.186854,32.04988,1003.846608,5416.328407,7898.812261
9,7,16,7,7,22.088,2.358,0.150202,0.011485,0.850098,0.012027,0.720205,0.177002,33.671609,1058.985907,5748.696986,8383.516437
9,7,17,7,7,23.25,2.276,0.166888,0.011406,0.929384,0.010227,0.812634,0.187976,35.290463,1266.907483,6813.583231,9936.475545
9,7,18,7,7,24.413,2.203,0.161537,0.01006,0.901144,0.010147,0.800211,0.177104,36.925,1321.9727,7142.781768,10416.556745
9,7,19,7,7,25.575,2.138,0.155561,0.008869,0.867194,0.010048,0.778469,0.165254,38.563579,1361.338468,7390.839646,10778.307817
9,7,20,7,7,26.738,2.078,0.152427,0.007962,0.845138,0.009983,0.76491,0.15552,40.206888,1413.250743,7682.907039,11204.239432
9,7,21,7,7,27.9,2.018,0.147966,0.007116,0.817673,0.009903,0.743284,0.145183,41.853479,1445.111983,7875.318315,11484.839209
9,7,22,7,7,29.063,1.958,0.143873,0.006397,0.792957,0.009865,0.721908,0.135575,43.505352,1471.441049,8031.226584,11712.205435
9,7,23,7,7,30.225,1.898,0.140083,0.005761,0.770209,0.009917,0.700377,0.12652,45.158369,1490.963928,8140.674769,11871.817372
9,7,24,7,7,31.388,1.838,0.138791,0.005285,0.760014,0.00994,0.68893,0.119633,46.815047,1526.350515,8319.449968,12132.531203
9,7,25,7,7,32.55,1.778,0.135828,0.004807,0.742647,0.009979,0.668792,0.111913,48.473475,1536.717364,8370.150792,12206.469906
9,7,26,7,7,33.713,1.718,0.133237,0.004392,0.727551,0.010013,0.648928,0.10472,50.13564,1541.257772,8385.074586,12228.233772
9,7,27,7,7,34.875,1.658,0.14563,0.004479,0.78298,0.00856,0.692605,0.10806,51.79668,1694.480381,9219.986412,13445.813517
9,7,28,7,7,36.038,1.598,0.144043,0.004147,0.773257,0.008532,0.672391,0.101457,53.463023,1689.150974,9185.249074,13395.154899
9,7,29,7,7,37.2,1.538,0.142859,0.003856,0.765081,0.008509,0.650419,0.09497,55.129612,1672.177655,9082.79793,13245.746981
9,7,30,7,7,38.363,1.478,0.144212,0.003648,0.76763,0.008516,0.634008,0.089444,56.798544,1662.670741,8998.653761,13123.036734
9,7,31,7,7,39.525,1.418,0.144157,0.003427,0.761804,0.0085,0.604848,0.082616,58.467955,1612.577734,8705.790761,12695.94486
9,7,32,7,7,40.688,1.358,0.144975,0.003241,0.756601,0.008485,0.569659,0.075311,60.139911,1538.872872,8277.779109,12071.761201
9,7,33,7,7,41.85,1.298,0.149213,0.003132,0.761139,0.008498,0.533699,0.068102,61.810701,1455.662985,7773.565717,11336.450003
9,7,34,7,7,43.013,1.238,0.157853,0.003099,0.774494,0.008536,0.492103,0.060351,63.482757,1350.362875,7123.221456,10388.03129
9,7,35,7,7,44.175,1.178,0.104101,0.001928,0.503329,0.011581,0.262603,0.03031,65.164898,722.496665,3683.848253,5372.278702
9,7,36,7,7,45.57,1.106,0.117943,0.001967,0.49734,0.011553,0.190673,0.020765,67.168652,523.286318,2596.902084,3787.148873
9,7,37,7,7,46.5,1.067,0.136515,0.002086,0.475618,0.011451,0.125864,0.012924,68.500405,346.589784,1654.821938,2413.281992
9,7,38,7,7,47.07,1.028,0.163014,0.002311,0.46437,0.011398,0.083192,0.008054,69.309624,225.955692,1029.715283,1501.668121
9,7,39,7,7,47.256,0.995,0.146318,0.002036,0.391536,0.011103,0.05621,0.005336,69.580982,148.92932,668.109641,974.32656
9,7,40,7,7,47.442,0.905,0.124142,0.001689,0.322343,0.010918,0.034558,0.003183,69.854361,83.934616,366.806469,534.926101
9,7,41,7,7,47.628,0.748,0.097295,0.001278,0.254689,0.010912,0.018039,0.00156,70.129658,36.499038,150.324487,219.22321
9,7,42,7,7,47.814,0.501,0.06746,0.000799,0.190156,0.010844,0.006657,0.000506,70.404822,9.092615,33.052421,48.201448
9,7,43,7,7,48,0.07,0.999945,-0.999938,0.066074,0.010664,0,-0,0.00435,0,-0,-0
9,8,1,7,9,1.3,2.4,0.333333,2.036302,0,0.357778,0.050779,-0.043845,8.807934,5.200005,-5.836917,-8.512171
9,8,2,7,9,2.325,2.358,0.333333,0.977492,0,0.360091,0.066042,-0.066421,9.455188,7.657125,-17.905006,-26.111467
9,8,3,7,9,3.45,2.259,0.333333,0.562017,0,0.361968,0.077486,-0.091343,10.305666,10.224818,-41.58414,-60.643537
9,8,4,7,9,5.45,2.338,0.333333,0.27575,0,0.370557,0.091378,-0.13898,12.134867,17.302952,-143.425645,-209.162399
9,8,5,7,9,7.45,2.339,0.333333,0.162013,0,0.377636,0.098705,-0.18692,14.276895,25.88215,-365.150592,-532.511279
9,8,6,7,9,9.3,2.848,0.333333,0.108943,0,0.392343,0.103918,-0.234439,16.451358,44.055111,-924.313789,-1347.95761
9,8,7,7,9,11.625,3.708,0.217588,0.054243,0.902393,0.01219,0.416352,0.175604,19.510272,323.213752,1584.730041,2311.064643
9,8,8,7,9,12.555,3.672,0.212503,0.045981,0.891527,0.012146,0.455792,0.180202,20.70715,394.704742,1959.213717,2857.18667
9,8,9,7,9,13.95,3.418,0.188898,0.034357,0.857715,0.012047,0.49074,0.181284,22.551801,469.189575,2417.856727,3526.04106
9,8,10,7,9,15.113,3.196,0.173714,0.027565,0.840902,0.012003,0.522477,0.182219,24.107581,533.757774,2813.334479,4102.779448
9,8,11,7,9,16.275,3.002,0.1607,0.022374,0.820366,0.011948,0.547358,0.180441,25.675905,595.793916,3196.547578,4661.631885
9,8,12,7,9,17.438,2.833,0.149297,0.018357,0.796103,0.011884,0.564554,0.17616,27.258698,653.619686,3556.507932,5186.574067
9,8,13,7,9,18.6,2.687,0.139141,0.015202,0.76808,0.01181,0.573439,0.169633,28.851582,705.434789,3881.447272,5660.443939
9,8,14,7,9,19.763,2.561,0.129778,0.012669,0.735748,0.011727,0.573351,0.161048,30.455889,749.092953,4158.372003,6064.292504
9,8,15,7,9,20.925,2.452,0.122522,0.010744,0.707812,0.011656,0.571823,0.152549,32.067392,792.998433,4426.752181,6455.680265
9,8,16,7,9,22.088,2.358,0.11548,0.009128,0.675281,0.011573,0.561582,0.142524,33.687642,826.533774,4633.324357,6756.931355
9,8,17,7,9,23.25,2.276,0.130599,0.009273,0.753961,0.009953,0.64795,0.155541,35.307796,1011.154887,5643.438061,8230.013839
9,8,18,7,9,24.413,2.203,0.124609,0.008048,0.721224,0.010027,0.630343,0.144498,36.941005,1042.249809,5832.808147,8506.178548
9,8,19,7,9,25.575,2.138,0.117954,0.006957,0.682683,0.010114,0.603854,0.132414,38.578236,1056.786048,5926.570075,8642.914693
9,8,20,7,9,26.738,2.078,0.114034,0.006173,0.657251,0.010172,0.58665,0.122967,40.221522,1084.686082,6079.164117,8865.44767
9,8,21,7,9,27.9,2.018,0.10892,0.005416,0.625923,0.010242,0.56149,0.112718,41.867134,1092.377387,6118.233132,8922.423318
9,8,22,7,9,29.063,1.958,0.104304,0.00482,0.597916,0.010306,0.537411,0.103389,43.519521,1096.100844,6128.586574,8937.522086
9,8,23,7,9,30.225,1.898,0.100238,0.004283,0.573022,0.010362,0.514546,0.094933,45.172057,1096.031139,6111.953632,8913.265714
9,8,24,7,9,31.388,1.838,0.09854,0.003901,0.561031,0.010389,0.502147,0.088885,46.828596,1113.169766,6184.783619,9019.476111
9,8,25,7,9,32.55,1.778,0.095349,0.003509,0.541719,0.010432,0.481554,0.08188,48.486706,1107.094367,6127.261398,8935.589539
9,8,26,7,9,33.713,1.718,0.092547,0.003172,0.524779,0.010471,0.461773,0.075471,50.148625,1097.318354,6046.185709,8817.354158
9,8,27,7,9,34.875,1.658,0.106258,0.003412,0.593673,0.008291,0.517723,0.083235,51.809629,1267.259791,7105.386317,10362.021712
9,8,28,7,9,36.038,1.598,0.104464,0.003141,0.582395,0.008271,0.498708,0.077444,53.475689,1253.426342,7014.544234,10229.543675
9,8,29,7,9,37.2,1.538,0.103057,0.002907,0.572791,0.008253,0.47885,0.071871,55.142058,1231.642422,6876.693904,10028.511943
9,8,30,7,9,38.363,1.478,0.104013,0.002753,0.574351,0.008256,0.465635,0.067519,56.811053,1221.655619,6795.829733,9910.585027
9,8,31,7,9,39.525,1.418,0.103589,0.002579,0.567447,0.008244,0.441277,0.061899,58.480396,1176.984493,6525.549825,9516.426828
9,8,32,7,9,40.688,1.358,0.103858,0.002435,0.561437,0.008233,0.412923,0.056032,60.152398,1115.930576,6161.27988,8985.199826
9,8,33,7,9,41.85,1.298,0.107115,0.002363,0.565831,0.008241,0.386221,0.050638,61.82361,1053.856972,5782.550484,8432.886123
9,8,34,7,9,43.013,1.238,0.114143,0.002332,0.579893,0.008266,0.357023,0.045123,63.494585,980.061426,5327.852683,7769.785163
9,8,35,7,9,44.175,1.178,0.065901,0.001163,0.326563,0.010918,0.16553,0.01835,65.169693,455.487127,2230.583786,3252.934687
9,8,36,7,9,45.57,1.106,0.074803,0.00121,0.323831,0.010918,0.11955,0.012534,67.17683,328.176665,1567.935939,2286.573245
9,8,37,7,9,46.5,1.067,0.085633,0.001309,0.30747,0.010917,0.07745,0.007643,68.514153,213.357438,979.06109,1427.797423
9,8,38,7,9,47.07,1.028,0.102799,0.001476,0.303719,0.010916,0.05108,0.004808,69.328076,138.810482,615.010579,896.890427
9,8,39,7,9,47.256,0.995,0.08289,0.001086,0.229838,0.010905,0.030906,0.002625,69.596764,81.923202,328.874025,479.607953
9,8,40,7,9,47.442,0.905,0.059582,0.000647,0.159814,0.010797,0.016069,0.001087,69.866781,39.043601,125.320849,182.759572
9,8,41,7,9,47.628,0.748,0.034614,0.000185,0.092825,0.0107,0.006217,0.000145,70.137899,12.581932,13.976981,20.383097
9,8,42,7,9,47.814,0.501,0.009821,3.9e-05,0.027235,0.010611,0.000941,-0.000221,70.430987,1.285574,-14.423625,-21.034453
9,8,43,7,9,48,0.07,0.999945,-0.999938,-0.147698,0.011203,-0,-0,0.00435,-0,-0,-0
9,9,1,7,11,1.3,2.4,0.333333,2.036302,0,0.357778,0.050779,-0.043845,8.807934,5.200005,-5.836917,-8.512171
9,9,2,7,11,2.325,2.358,0.333333,0.977492,0,0.360091,0.066042,-0.066421,9.455188,7.657125,-17.905006,-26.111467
9,9,3,7,11,3.45,2.259,0.333333,0.562017,0,0.361968,0.077486,-0.091343,10.305666,10.224818,-41.58414,-60.643537
9,9,4,7,11,5.45,2.338,0.333333,0.27575,0,0.370557,0.091378,-0.13898,12.134867,17.302952,-143.425645,-209.162399
9,9,5,7,11,7.45,2.339,0.333333,0.162013,0,0.377636,0.098705,-0.18692,14.276895,25.88215,-365.150592,-532.511279
9,9,6,7,11,9.3,2.848,0.333333,0.108943,0,0.392343,0.103918,-0.234439,16.451358,44.055111,-924.313789,-1347.95761
9,9,7,7,11,11.625,3.708,0.183758,0.047923,0.782591,0.011848,0.345384,0.152398,19.550977,269.241245,1381.05795,2014.042844
9,9,8,7,11,12.555,3.672,0.177788,0.040233,0.766796,0.011806,0.375699,0.155371,20.744977,326.53621,1695.421117,2472.489129
9,9,9,7,11,13.95,3.418,0.154499,0.029303,0.721273,0.01169,0.397352,0.153,22.582428,380.935904,2046.165452,2983.991284
9,9,10,7,11,15.113,3.196,0.139788,0.023019,0.695475,0.011624,0.417657,0.151397,24.132323,427.550635,2342.264608,3415.802553
9,9,11,7,11,16.275,3.002,0.127139,0.018313,0.667071,0.011552,0.431676,0.147501,25.696897,470.644232,2617.283325,3816.871516
9,9,12,7,11,17.438,2.833,0.115999,0.014712,0.635987,0.011473,0.438804,0.141533,27.276733,508.702957,2861.197397,4172.579537
9,9,13,7,11,18.6,2.687,0.105941,0.011891,0.601493,0.011439,0.438143,0.133558,28.866957,539.56997,3059.252137,4461.409366
9,9,14,7,11,19.763,2.561,0.096675,0.009663,0.563305,0.011403,0.429414,0.12383,30.469384,561.534055,3200.21044,4666.973558
9,9,15,7,11,20.925,2.452,0.089367,0.007993,0.530544,0.011373,0.420244,0.114677,32.079195,583.219173,3330.200287,4856.542085
9,9,16,7,11,22.088,2.358,0.082112,0.006593,0.493794,0.011332,0.403443,0.104274,33.698211,594.15837,3391.975737,4946.631283
9,9,17,7,11,23.25,2.276,0.095163,0.006962,0.566918,0.010376,0.479031,0.117615,35.320959,748.107092,4270.569247,6227.913486
9,9,18,7,11,24.413,2.203,0.088911,0.005872,0.531236,0.010456,0.457213,0.106787,36.952153,756.440726,4313.171796,6290.042203
9,9,19,7,11,25.575,2.138,0.081974,0.004906,0.490024,0.010549,0.427396,0.094984,38.587776,748.343178,4253.399466,6202.874221
9,9,20,7,11,26.738,2.078,0.077669,0.004237,0.462317,0.010612,0.40732,0.086125,40.22968,753.419119,4259.515659,6211.793669
9,9,21,7,11,27.9,2.018,0.072236,0.003599,0.428746,0.010688,0.379962,0.076425,41.874629,739.478451,4149.759336,6051.732365
9,9,22,7,11,29.063,1.958,0.067355,0.003071,0.398633,0.010755,0.354185,0.067742,43.524662,722.563464,4016.481219,5857.368444
9,9,23,7,11,30.225,1.898,0.062987,0.002632,0.371789,0.010816,0.330147,0.060023,45.176569,703.383421,3865.203322,5636.754845
9,9,24,7,11,31.388,1.838,0.060865,0.002323,0.358204,0.010847,0.317055,0.054957,46.831803,702.950126,3824.524758,5577.431939
9,9,25,7,11,32.55,1.778,0.057407,0.002013,0.337141,0.010894,0.296346,0.048839,48.489274,681.372873,3655.117046,5330.379025
9,9,26,7,11,33.713,1.718,0.054353,0.001753,0.318541,0.010936,0.277068,0.0434,50.15059,658.453028,3477.174767,5070.879869
9,9,27,7,11,34.875,1.658,0.069302,0.00223,0.400012,0.007977,0.344246,0.055787,51.815494,842.822222,4763.390971,6946.611833
9,9,28,7,11,36.038,1.598,0.067271,0.00202,0.387295,0.007958,0.326961,0.051007,53.481194,821.93475,4620.932351,6738.859678
9,9,29,7,11,37.2,1.538,0.065603,0.001841,0.376351,0.007947,0.309799,0.046551,55.147232,796.977912,4454.889751,6496.71422
9,9,30,7,11,38.363,1.478,0.066171,0.00174,0.376967,0.007947,0.300427,0.043572,56.816065,788.348386,4386.340406,6396.746425
9,9,31,7,11,39.525,1.418,0.065344,0.001611,0.369045,0.007943,0.281572,0.039387,58.485167,751.138382,4152.909948,6056.327008
9,9,32,7,11,40.688,1.358,0.065045,0.001506,0.362276,0.007939,0.260791,0.035194,60.156993,704.899379,3870.544332,5644.543817
9,9,33,7,11,41.85,1.298,0.067384,0.001468,0.366537,0.007941,0.24412,0.031855,61.828253,666.215149,3638.165075,5305.657401
9,9,34,7,11,43.013,1.238,0.072872,0.001496,0.381311,0.00795,0.228124,0.028822,63.501565,626.35769,3403.93177,4964.067165
9,9,35,7,11,44.175,1.178,0.028189,0.000355,0.1422,0.01077,0.070445,0.005228,65.173355,193.864063,635.552181,926.846931
9,9,36,7,11,45.57,1.106,0.032351,0.000368,0.142857,0.010771,0.051115,0.003547,67.181269,140.335217,443.792056,647.196748
9,9,37,7,11,46.5,1.067,0.036065,0.000352,0.132517,0.010755,0.032041,0.00193,68.517789,88.27458,247.287173,360.627128
9,9,38,7,11,47.07,1.028,0.044795,0.00045,0.13594,0.01076,0.021686,0.001286,69.335777,58.945749,164.490401,239.881835
9,9,39,7,11,47.256,0.995,0.023723,7.8e-05,0.066889,0.010665,0.008608,-0.00015,69.608412,22.82543,-18.760946,-27.359713
9,9,40,7,11,47.442,0.905,0.000385,2e-05,-0.000634,0.01067,8.5e-05,-0.001011,69.905988,0.207286,-116.627956,-170.082436
9,9,41,7,11,47.628,0.748,9.8e-05,1e-05,-0.090268,0.010993,-0.005649,-0.001528,70.174205,-11.443672,-147.423567,-214.992702
9,9,42,7,11,47.814,0.501,9.8e-05,1e-05,-0.179149,0.011317,-0.005753,-0.001199,70.4427,-7.86676,-78.410072,-114.348021
9,9,43,7,11,48,0.07,0.999945,-0.999938,-0.353908,0.012154,-0,-0,0.00435,-0,-0,-0
9,10,1,7,13,1.3,2.4,0.333333,2.036302,0,0.357778,0.050779,-0.043845,8.807934,5.200005,-5.836917,-8.512171
9,10,2,7,13,2.325,2.358,0.333333,0.977492,0,0.360091,0.066042,-0.066421,9.455188,7.657125,-17.905006,-26.111467
9,10,3,7,13,3.45,2.259,0.333333,0.562017,0,0.361968,0.077486,-0.091343,10.305666,10.224818,-41.58414,-60.643537
9,10,4,7,13,5.45,2.338,0.333333,0.27575,0,0.370557,0.091378,-0.13898,12.134867,17.302952,-143.425645,-209.162399
9,10,5,7,13,7.45,2.339,0.333333,0.162013,0,0.377636,0.098705,-0.18692,14.276895,25.88215,-365.150592,-532.511279
9,10,6,7,13,9.3,2.848,0.333333,0.108943,0,0.392343,0.103918,-0.234439,16.451358,44.055111,-924.313789,-1347.95761
9,10,7,7,13,11.625,3.708,0.150944,0.040985,0.658944,0.011532,0.278579,0.128073,19.584164,217.901509,1164.561839,1698.319349
9,10,8,7,13,12.555,3.672,0.144205,0.03393,0.638008,0.011478,0.300023,0.129183,20.775143,261.522204,1413.759899,2061.733186
9,10,9,7,13,13.95,3.418,0.121259,0.023713,0.5802,0.011419,0.308201,0.122956,22.604155,296.036804,1647.533264,2402.652677
9,10,10,7,13,15.113,3.196,0.106919,0.018064,0.545018,0.011386,0.316773,0.11848,24.149936,324.749967,1835.676686,2677.028501
9,10,11,7,13,16.275,3.002,0.094581,0.013908,0.508304,0.011352,0.319452,0.112116,25.71142,348.68379,1991.663072,2904.508647
9,10,12,7,13,17.438,2.833,0.083695,0.010781,0.46974,0.011297,0.315766,0.104077,27.288954,366.394494,2105.881595,3071.077326
9,10,13,7,13,18.6,2.687,0.073831,0.008403,0.429225,0.011237,0.305526,0.094614,28.878388,376.551426,2168.915331,3163.001524
9,10,14,7,13,19.763,2.561,0.064651,0.006505,0.386014,0.011174,0.288338,0.083843,30.479204,377.294786,2168.190556,3161.94456
9,10,15,7,13,20.925,2.452,0.057316,0.005113,0.348655,0.011141,0.271286,0.073984,32.087625,376.691518,2149.61833,3134.860064
9,10,16,7,13,22.088,2.358,0.049967,0.003954,0.307706,0.011112,0.247566,0.063118,33.705628,364.755351,2054.092832,2995.552046
9,10,17,7,13,23.25,2.276,0.061488,0.004448,0.376553,0.010805,0.313359,0.076754,35.326529,489.529311,2787.777272,4065.508522
9,10,18,7,13,24.413,2.203,0.055016,0.00357,0.337852,0.010893,0.286906,0.066068,36.957952,474.823682,2669.362546,3892.82038
9,10,19,7,13,25.575,2.138,0.047875,0.002779,0.293876,0.010992,0.253381,0.054508,38.59345,443.784264,2441.603691,3560.67205
9,10,20,7,13,26.738,2.078,0.043196,0.002249,0.263972,0.01106,0.230246,0.04625,40.23482,425.995449,2287.97973,3336.637106
9,10,21,7,13,27.9,2.018,0.037448,0.001719,0.228304,0.01114,0.200635,0.037165,41.878624,390.548587,2018.394891,2943.492549
9,10,22,7,13,29.063,1.958,0.032297,0.001302,0.196147,0.011213,0.173111,0.029197,43.528023,353.214991,1731.384954,2524.936391
9,10,23,7,13,30.225,1.898,0.027673,0.000966,0.167386,0.011278,0.147906,0.022299,45.179394,315.156353,1436.131517,2094.358462
9,10,24,7,13,31.388,1.838,0.025256,0.000773,0.152045,0.011312,0.134046,0.01826,46.835113,297.238126,1270.937232,1853.45013
9,10,25,7,13,32.55,1.778,0.021569,0.000551,0.129276,0.011364,0.113391,0.013154,48.49225,260.745743,984.563726,1435.8221
9,10,26,7,13,33.713,1.718,0.018294,0.000372,0.10907,0.011409,0.094867,0.008828,50.153254,225.476427,707.357811,1031.563474
9,10,27,7,13,34.875,1.658,0.034043,0.001025,0.201936,0.007839,0.171977,0.025764,51.819793,421.121746,2200.207454,3208.63587
9,10,28,7,13,36.038,1.598,0.031781,0.000878,0.187886,0.007829,0.156874,0.022169,53.485245,394.419397,2008.672837,2929.314554
9,10,29,7,13,37.2,1.538,0.029861,0.000758,0.175757,0.00782,0.142965,0.019034,55.151083,367.837685,1821.845012,2656.85731
9,10,30,7,13,38.363,1.478,0.030032,0.000711,0.175472,0.00782,0.137971,0.017619,56.819873,362.098176,1773.945604,2587.004005
9,10,31,7,13,39.525,1.418,0.028805,0.000629,0.166703,0.007813,0.125291,0.015106,58.488855,334.275391,1592.932072,2323.025939
9,10,32,7,13,40.688,1.358,0.02794,0.000563,0.159331,0.007808,0.112758,0.012833,60.160609,304.812663,1411.519342,2058.465707
9,10,33,7,13,41.85,1.298,0.029349,0.000559,0.163447,0.007811,0.106691,0.011771,61.831973,291.200224,1344.517277,1960.754363
9,10,34,7,13,43.013,1.238,0.03334,0.000611,0.178727,0.007822,0.10435,0.011427,63.505611,286.550056,1349.726749,1968.351509
9,10,35,7,13,44.175,1.178,9.8e-05,1e-05,-0.043729,0.010825,-0.020161,-0.008445,65.193861,-55.51855,-1027.258011,-1498.0846
9,10,36,7,13,45.57,1.106,9.8e-05,1e-05,-0.040055,0.010812,-0.013233,-0.005798,67.20491,-36.355007,-725.93094,-1058.649288
9,10,37,7,13,46.5,1.067,9.8e-05,1e-05,-0.047479,0.010839,-0.010611,-0.004126,68.546374,-29.258597,-529.004922,-771.465511
9,10,38,7,13,47.07,1.028,9.8e-05,1e-05,-0.036685,0.0108,-0.005307,-0.00244,69.368847,-14.438768,-312.474869,-455.692517
9,10,39,7,13,47.256,0.995,9.8e-05,1e-05,-0.12623,0.011124,-0.015331,-0.003622,69.637278,-40.685476,-454.201776,-662.37759
9,10,40,7,13,47.442,0.905,9.8e-05,1e-05,-0.214544,0.011465,-0.019987,-0.003988,69.90573,-48.617782,-460.151587,-671.054398
9,10,41,7,13,47.628,0.748,9.8e-05,1e-05,-0.300508,0.011864,-0.019031,-0.003511,70.174205,-38.555887,-338.781156,-494.055853
9,10,42,7,13,47.814,0.501,9.8e-05,1e-05,-0.383152,0.012313,-0.01236,-0.00218,70.4427,-16.900477,-142.502476,-207.81611
9,10,43,7,13,48,0.07,0.999945,-0.999938,-0.542309,0.014095,-0,-0,0.00435,-0,-0,-0
9,11,1,7,15,1.3,2.4,0.333333,2.036302,0,0.357778,0.050779,-0.043845,8.807934,5.200005,-5.836917,-8.512171
9,11,2,7,15,2.325,2.358,0.333333,0.977492,0,0.360091,0.066042,-0.066421,9.455188,7.657125,-17.905006,-26.111467
9,11,3,7,15,3.45,2.259,0.333333,0.562017,0,0.361968,0.077486,-0.091343,10.305666,10.224818,-41.58414,-60.643537
9,11,4,7,15,5.45,2.338,0.333333,0.27575,0,0.370557,0.091378,-0.13898,12.134867,17.302952,-143.425645,-209.162399
9,11,5,7,15,7.45,2.339,0.333333,0.162013,0,0.377636,0.098705,-0.18692,14.276895,25.88215,-365.150592,-532.511279
9,11,6,7,15,9.3,2.848,0.333333,0.108943,0,0.392343,0.103918,-0.234439,16.451358,44.055111,-924.313789,-1347.95761
9,11,7,7,15,11.625,3.708,0.119017,0.033358,0.53128,0.011374,0.215505,0.102655,19.60908,168.995495,935.817972,1364.734543
9,11,8,7,15,12.555,3.672,0.111495,0.027036,0.504696,0.011348,0.228168,0.101599,20.797815,199.321968,1114.314192,1625.04153
9,11,9,7,15,13.95,3.418,0.088899,0.017812,0.434926,0.011246,0.223211,0.091405,22.621972,214.739216,1226.704019,1788.943361
9,11,10,7,15,15.113,3.196,0.074986,0.012899,0.390616,0.01118,0.220219,0.083951,24.164637,226.040229,1302.28106,1899.159879
9,11,11,7,15,16.275,3.002,0.062985,0.009349,0.345723,0.011139,0.211556,0.074986,25.723584,231.13297,1333.331848,1944.442278
9,11,12,7,15,17.438,2.833,0.052363,0.006724,0.299955,0.011107,0.197067,0.064759,27.298975,228.831046,1311.299424,1912.31166
9,11,13,7,15,18.6,2.687,0.042729,0.004742,0.253102,0.011075,0.176769,0.053532,28.885935,217.976663,1227.801726,1790.544184
9,11,14,7,15,19.763,2.561,0.033611,0.003191,0.204052,0.011099,0.15023,0.041291,30.485286,196.657592,1068.224307,1557.827114
9,11,15,7,15,20.925,2.452,0.026258,0.002104,0.161932,0.011127,0.12483,0.030504,32.092726,173.386945,886.579625,1292.928619
9,11,16,7,15,22.088,2.358,0.018842,0.001197,0.116839,0.011158,0.093878,0.019042,33.709694,138.350189,619.855648,903.956153
9,11,17,7,15,23.25,2.276,0.02935,0.00192,0.183009,0.011242,0.150999,0.033284,35.330864,235.948635,1209.217602,1763.442336
9,11,18,7,15,24.413,2.203,0.022699,0.001232,0.141384,0.011336,0.119647,0.022711,36.961616,198.05227,917.757924,1338.396973
9,11,19,7,15,25.575,2.138,0.01537,0.000605,0.094758,0.011442,0.082214,0.011401,38.596504,144.016201,510.773574,744.878129
9,11,20,7,15,26.738,2.078,0.010335,0.000201,0.062763,0.011514,0.055879,0.003754,40.236847,103.396586,185.727032,270.851921
9,11,21,7,15,27.9,2.018,0.004345,3.9e-05,0.024525,0.0116,0.023442,-0.004797,41.889556,45.65612,-260.637167,-380.095869
9,11,22,7,15,29.063,1.958,9.8e-05,1e-05,-0.012014,0.011683,-0.007962,-0.012484,43.547447,-16.259544,-740.96236,-1080.570109
9,11,23,7,15,30.225,1.898,9.8e-05,1e-05,-0.050872,0.01177,-0.041519,-0.020079,45.198446,-88.543126,-1294.211723,-1887.392095
9,11,24,7,15,31.388,1.838,9.8e-05,1e-05,-0.071919,0.011818,-0.059596,-0.02366,46.853983,-132.256753,-1648.107864,-2403.490635
9,11,25,7,15,32.55,1.778,9.8e-05,1e-05,-0.102017,0.011886,-0.085025,-0.028516,48.510893,-195.667737,-2136.042324,-3115.061723
9,11,26,7,15,33.713,1.718,9.8e-05,1e-05,-0.128417,0.011945,-0.106576,-0.032198,50.171749,-253.492028,-2581.843125,-3765.187891
9,11,27,7,15,34.875,1.658,0.000309,1e-05,0.000173,0.007823,0.001427,-0.006494,51.833046,3.495499,-554.906526,-809.238683
9,11,28,7,15,36.038,1.598,9.8e-05,1e-05,-0.018429,0.007846,-0.013844,-0.00928,53.498656,-34.823731,-841.240167,-1226.808578
