j,k,i,lambda,pitch,r,c,a,a_prime,CL,CD,Cn,Ct,V_rel,dT,dQ,dP
11,5,22,8,3,29.063,1.958,0.249266,0.007365,0.964919,0.010317,0.955267,0.136533,49.369203,2507.333927,10415.166264,17358.61044
11,5,23,8,3,30.225,1.898,0.246823,0.006746,0.952831,0.010287,0.944005,0.129797,51.271046,2590.465227,10765.493852,17942.489754
11,5,24,8,3,31.388,1.838,0.247588,0.006252,0.951254,0.010283,0.943138,0.124419,53.175422,2695.909172,11163.031999,18605.053331
11,5,25,8,3,32.55,1.778,0.245327,0.005763,0.94399,0.010264,0.936495,0.119168,55.082055,2778.561209,11508.637925,19181.063209
11,5,26,8,3,33.713,1.718,0.243072,0.005324,0.938793,0.010251,0.931838,0.114523,56.992385,2859.959815,11849.762543,19749.604239
11,5,27,8,3,34.875,1.658,0.261187,0.005271,0.987439,0.009002,0.980769,0.114936,58.896595,3102.373896,12679.36056,21132.2676
11,5,28,8,3,36.038,1.598,0.258808,0.004897,0.986804,0.009,0.980544,0.111343,60.81088,3186.905031,13041.470109,21735.783516
11,5,29,8,3,37.2,1.538,0.256218,0.004558,0.987878,0.009003,0.981976,0.108201,62.725126,3268.157914,13396.04761,22326.746017
11,5,30,8,3,38.363,1.478,0.256609,0.004283,0.998875,0.009032,0.993286,0.105901,64.641081,3373.873824,13799.655867,22999.426445
11,5,31,8,3,39.525,1.418,0.253414,0.003996,1.003174,0.009044,0.997857,0.10354,66.55826,3447.555792,14139.127157,23565.211929
11,5,32,8,3,40.688,1.358,0.249847,0.00373,1.008886,0.009059,1.003807,0.101515,68.478374,3515.762851,14466.625721,24111.042868
11,5,33,8,3,41.85,1.298,0.248994,0.003513,1.024713,0.0091,1.019836,0.10027,70.396801,3608.059899,14845.966731,24743.277885
11,5,34,8,3,43.013,1.238,0.250689,0.003339,1.050907,0.00917,1.0462,0.099769,72.316916,3725.442863,15281.272668,25468.78778
11,5,35,8,3,44.175,1.178,0.16279,0.002157,0.780615,0.012455,0.777042,0.075634,74.257244,2776.068262,11936.58396,19894.3066
11,5,36,8,3,45.57,1.106,0.159297,0.001984,0.792529,0.012607,0.789121,0.074493,76.563655,2813.888555,12104.767964,20174.613273
11,5,37,8,3,46.5,1.067,0.156141,0.00187,0.792403,0.012605,0.789127,0.073084,78.102126,2824.876404,12165.513772,20275.856286
11,5,38,8,3,47.07,1.028,0.154346,0.001806,0.805075,0.012766,0.80182,0.073437,79.045316,2832.59892,12211.433775,20352.389625
11,5,39,8,3,47.256,0.995,0.134122,0.001593,0.737336,0.012293,0.734275,0.06823,79.359236,2530.694318,11112.602894,18521.004824
11,5,40,8,3,47.442,0.905,0.107749,0.001354,0.668317,0.012147,0.665474,0.062769,79.678228,2102.914196,9410.189326,15683.648876
11,5,41,8,3,47.628,0.748,0.078043,0.000959,0.601847,0.01196,0.599214,0.057489,79.989219,1577.281567,7207.30955,12012.182583
11,5,42,8,3,47.814,0.501,0.045321,0.000563,0.537959,0.011744,0.53554,0.052293,80.304356,951.634769,4443.042847,7405.071412
11,5,43,8,3,48,0.07,0.005534,7.8e-05,0.480271,0.011473,0.478019,0.047856,80.621895,119.622201,574.837521,958.062535
11,6,1,8,5,1.3,2.4,0.333333,1.732426,0,0.358307,0.267915,-0.237919,8.915935,28.112842,-32.454876,-54.091459
11,6,2,8,5,2.325,2.358,0.333333,0.815272,0,0.361162,0.248441,-0.262136,9.691445,30.2626,-74.239292,-123.732154
11,6,3,8,5,3.45,2.259,0.333333,0.460275,0,0.363686,0.226145,-0.284826,10.721334,32.297032,-140.338042,-233.896736
11,6,4,8,5,5.45,2.338,0.333333,0.220651,0,0.373339,0.192381,-0.319955,12.937497,41.406555,-375.312956,-625.521594
11,6,5,8,5,7.45,2.339,0.333333,0.127804,0,0.381232,0.16387,-0.344215,15.509489,50.709388,-793.550354,-1322.583923
11,6,6,8,5,9.3,2.848,0.333333,0.085232,0,0.396477,0.14608,-0.368584,18.094021,74.914192,-1757.893296,-2929.822161
11,6,7,8,5,11.625,3.708,0.228298,0.04345,1.053372,0.012755,0.988663,0.363732,21.639613,944.169114,4038.091579,6730.152632
11,6,8,8,5,12.555,3.672,0.233845,0.037924,1.021819,0.012658,0.96783,0.327993,23.030314,1036.726105,4411.100443,7351.834071
11,6,9,8,5,13.95,3.418,0.220933,0.029654,0.972968,0.012476,0.929069,0.289229,25.175232,1106.954534,4807.26252,8012.1042
11,6,10,8,5,15.113,3.196,0.213433,0.024655,0.951537,0.012389,0.913817,0.265544,26.98132,1169.378873,5135.497246,8559.162077
11,6,11,8,5,16.275,3.002,0.206942,0.020792,0.931415,0.012307,0.8988,0.244629,28.802335,1231.096237,5453.272511,9088.787518
11,6,12,8,5,17.438,2.833,0.201091,0.01772,0.911159,0.012225,0.882825,0.225787,30.638268,1291.255559,5758.821248,9598.035413
11,6,13,8,5,18.6,2.687,0.195599,0.015234,0.889707,0.012138,0.865003,0.208558,32.483976,1348.919712,6049.343151,10082.238585
11,6,14,8,5,19.763,2.561,0.190017,0.013171,0.865585,0.012068,0.84401,0.192433,34.341052,1401.996725,6317.30817,10528.846951
11,6,15,8,5,20.925,2.452,0.186354,0.011544,0.846281,0.012017,0.827333,0.178485,36.203727,1462.412997,6601.704099,11002.840166
11,6,16,8,5,22.088,2.358,0.182106,0.010155,0.823415,0.011956,0.806762,0.165197,38.075987,1516.890614,6860.683046,11434.471743
11,6,17,8,5,23.25,2.276,0.208547,0.010265,0.901725,0.010149,0.885854,0.16874,39.939798,1768.922629,7834.063345,13056.772241
11,6,18,8,5,24.413,2.203,0.205236,0.009177,0.880184,0.010086,0.866062,0.157357,41.823799,1835.57958,8141.979677,13569.966128
11,6,19,8,5,25.575,2.138,0.200507,0.008193,0.853677,0.010008,0.841106,0.1463,43.711571,1889.792905,8406.649405,14011.082342
11,6,20,8,5,26.738,2.078,0.19916,0.007435,0.83834,0.009963,0.827062,0.137413,45.603356,1965.802288,8732.870246,14554.783744
11,6,21,8,5,27.9,2.018,0.195586,0.006714,0.818199,0.009904,0.808057,0.128806,47.498305,2023.402653,8998.723256,14997.872093
11,6,22,8,5,29.063,1.958,0.1923,0.006087,0.801005,0.009854,0.791837,0.12125,49.397993,2080.796222,9260.122477,15433.537461
11,6,23,8,5,30.225,1.898,0.189012,0.005538,0.785927,0.009881,0.777606,0.114491,51.299054,2136.176668,9506.341359,15843.902265
11,6,24,8,5,31.388,1.838,0.18885,0.005116,0.782436,0.009889,0.774796,0.109519,53.202935,2217.006005,9836.360397,16393.933994
11,6,25,8,5,32.55,1.778,0.186061,0.004684,0.772339,0.009912,0.765332,0.104269,55.108532,2272.909615,10079.525557,16799.209262
11,6,26,8,5,33.713,1.718,0.183435,0.004303,0.764421,0.00993,0.757963,0.099647,57.017853,2328.390577,10319.756754,17199.59459
11,6,27,8,5,34.875,1.658,0.200258,0.004354,0.819631,0.008664,0.813222,0.102661,58.923355,2574.728766,11335.537914,18892.56319
11,6,28,8,5,36.038,1.598,0.197912,0.004032,0.816702,0.008656,0.810714,0.099096,60.836604,2637.162411,11616.796402,19361.327337
11,6,29,8,5,37.2,1.538,0.195527,0.003742,0.815467,0.008652,0.809847,0.095965,62.749792,2697.407378,11890.424933,19817.374889
11,6,30,8,5,38.363,1.478,0.19586,0.003517,0.82476,0.008679,0.819438,0.093951,64.665123,2785.436578,12251.590963,20419.318272
11,6,31,8,5,39.525,1.418,0.193244,0.003273,0.826683,0.008684,0.821645,0.091548,66.581168,2840.702761,12510.144455,20850.240758
11,6,32,8,5,40.688,1.358,0.190453,0.003049,0.829987,0.008694,0.825198,0.089457,68.500117,2892.032183,12756.27889,21260.464817
11,6,33,8,5,41.85,1.298,0.190164,0.002875,0.843944,0.008733,0.839349,0.088382,70.417737,2971.284475,13093.656427,21822.760712
11,6,34,8,5,43.013,1.238,0.192236,0.002743,0.868757,0.008802,0.864306,0.088264,72.337354,3079.471969,13526.630758,22544.384596
11,6,35,8,5,44.175,1.178,0.119176,0.001626,0.601047,0.011957,0.598223,0.059411,74.268859,2137.88604,9379.131905,15631.886509
11,6,36,8,5,45.57,1.106,0.1173,0.001522,0.612795,0.011991,0.610092,0.058726,76.576065,2176.203301,9545.893478,15909.822463
11,6,37,8,5,46.5,1.067,0.11486,0.001432,0.611394,0.011987,0.608814,0.05737,78.114087,2180.071078,9552.575284,15920.958807
11,6,38,8,5,47.07,1.028,0.114427,0.001396,0.625017,0.012026,0.622431,0.058062,79.057078,2199.522324,9657.760377,16096.267294
11,6,39,8,5,47.256,0.995,0.09601,0.0012,0.5499,0.0118,0.547666,0.050907,79.370978,1888.100447,8293.673023,13822.788372
11,6,40,8,5,47.442,0.905,0.074543,0.00089,0.478606,0.011465,0.476699,0.044201,79.679634,1506.433837,6626.83024,11044.717066
11,6,41,8,5,47.628,0.748,0.051545,0.000604,0.408663,0.01117,0.407104,0.037363,79.992193,1071.679945,4684.555425,7807.592375
11,6,42,8,5,47.814,0.501,0.028093,0.000323,0.338873,0.01092,0.337704,0.030173,80.30603,600.112579,2563.7202,4272.867
11,6,43,8,5,48,0.07,0.003111,4.1e-05,0.266631,0.010913,0.265934,0.02214,80.62198,66.549075,265.937027,443.228378
11,7,1,8,7,1.3,2.4,0.333333,1.732426,0,0.358307,0.267915,-0.237919,8.915935,28.112842,-32.454876,-54.091459
11,7,2,8,7,2.325,2.358,0.333333,0.815272,0,0.361162,0.248441,-0.262136,9.691445,30.2626,-74.239292,-123.732154
11,7,3,8,7,3.45,2.259,0.333333,0.460275,0,0.363686,0.226145,-0.284826,10.721334,32.297032,-140.338042,-233.896736
11,7,4,8,7,5.45,2.338,0.333333,0.220651,0,0.373339,0.192381,-0.319955,12.937497,41.406555,-375.312956,-625.521594
11,7,5,8,7,7.45,2.339,0.333333,0.127804,0,0.381232,0.16387,-0.344215,15.509489,50.709388,-793.550354,-1322.583923
11,7,6,8,7,9.3,2.848,0.333333,0.085232,0,0.396477,0.14608,-0.368584,18.094021,74.914192,-1757.893296,-2929.822161
11,7,7,8,7,11.625,3.708,0.192228,0.038405,0.930528,0.012304,0.868112,0.335284,21.680119,832.149325,3736.214374,6227.023957
11,7,8,8,7,12.555,3.672,0.195376,0.033394,0.898527,0.012174,0.846362,0.301943,23.072261,909.917006,4075.562603,6792.604338
11,7,9,8,7,13.95,3.418,0.181463,0.025608,0.84106,0.012003,0.799394,0.261716,25.211163,955.171017,4362.398617,7270.664361
11,7,10,8,7,15.113,3.196,0.173212,0.021043,0.81311,0.011929,0.777744,0.237497,27.014672,997.712381,4604.443771,7674.072952
11,7,11,8,7,16.275,3.002,0.16604,0.01753,0.787066,0.01186,0.756855,0.216297,28.832899,1038.873289,4831.94264,8053.237734
11,7,12,8,7,17.438,2.833,0.15952,0.014757,0.761433,0.011792,0.735509,0.197346,30.666457,1077.765591,5042.685933,8404.476555
11,7,13,8,7,18.6,2.687,0.153321,0.012524,0.734904,0.011725,0.712597,0.180075,32.510116,1113.041279,5231.588728,8719.314546
11,7,14,8,7,19.763,2.561,0.14713,0.010684,0.706422,0.011652,0.687213,0.16403,34.365364,1143.156121,5392.502981,8987.504968
11,7,15,8,7,20.925,2.452,0.142743,0.009256,0.683564,0.011594,0.666893,0.150491,36.226707,1180.313177,5573.373788,9288.956314
11,7,16,8,7,22.088,2.358,0.137851,0.008028,0.657295,0.011527,0.642851,0.137519,38.097237,1210.051897,5717.579598,9529.299329
11,7,17,8,7,23.25,2.276,0.160556,0.008331,0.73678,0.009992,0.722442,0.14499,39.964384,1444.388776,6739.721987,11232.869978
11,7,18,8,7,24.413,2.203,0.156101,0.007362,0.711456,0.010049,0.698866,0.13363,41.84761,1482.902357,6922.16594,11536.943234
11,7,19,8,7,25.575,2.138,0.150351,0.006466,0.680773,0.010119,0.669767,0.122333,43.733886,1506.366153,7036.632806,11727.721343
11,7,20,8,7,26.738,2.078,0.147825,0.005804,0.662533,0.01016,0.652772,0.113766,45.624865,1553.0043,7236.910731,12061.517885
11,7,21,8,7,27.9,2.018,0.143332,0.005162,0.638848,0.010213,0.630222,0.105126,47.518638,1579.448144,7350.661163,12251.101938
11,7,22,8,7,29.063,1.958,0.13924,0.004614,0.618304,0.01026,0.610639,0.097595,49.417245,1605.895291,7459.320649,12432.201082
11,7,23,8,7,30.225,1.898,0.135526,0.004143,0.600691,0.010299,0.593842,0.091039,51.317094,1632.501983,7564.421398,12607.368997
11,7,24,8,7,31.388,1.838,0.134692,0.003805,0.595267,0.010312,0.589023,0.08661,53.22053,1686.547846,7783.876522,12973.127537
11,7,25,8,7,32.55,1.778,0.131628,0.003449,0.582834,0.01034,0.577186,0.081601,55.125345,1715.191664,7893.071254,13155.118757
11,7,26,8,7,33.713,1.718,0.128822,0.003138,0.572603,0.010363,0.567466,0.077222,57.033926,1744.185158,8001.89969,13336.499483
11,7,27,8,7,34.875,1.658,0.146751,0.00337,0.641039,0.008364,0.635497,0.084522,58.941717,2013.290602,9338.525663,15564.209439
11,7,28,8,7,36.038,1.598,0.144446,0.003104,0.635992,0.008359,0.63085,0.081139,60.854212,2053.273547,9517.186319,15861.977198
11,7,29,8,7,37.2,1.538,0.142232,0.002868,0.632652,0.008356,0.627858,0.078181,62.766663,2092.371185,9692.114828,16153.524713
11,7,30,8,7,38.363,1.478,0.142577,0.002697,0.640321,0.008363,0.635779,0.076592,64.681623,2162.24646,9993.006486,16655.010809
11,7,31,8,7,39.525,1.418,0.140411,0.002502,0.640135,0.008363,0.635859,0.074332,66.59693,2199.421063,10162.302647,16937.171078
11,7,32,8,7,40.688,1.358,0.138218,0.002325,0.641322,0.008364,0.63728,0.072368,68.51514,2234.426592,10324.000298,17206.667163
11,7,33,8,7,41.85,1.298,0.138403,0.002199,0.653597,0.008375,0.649712,0.071642,70.432333,2300.926401,10618.08772,17696.812867
11,7,34,8,7,43.013,1.238,0.140845,0.002114,0.67713,0.008396,0.673336,0.07207,72.351787,2400.013264,11049.376824,18415.62804
11,7,35,8,7,44.175,1.178,0.07989,0.001093,0.419886,0.011213,0.418041,0.040886,74.277531,1494.312771,6456.172447,10760.287412
11,7,36,8,7,45.57,1.106,0.079028,0.001016,0.429518,0.011251,0.427754,0.040484,76.582986,1526.078156,6581.772108,10969.62018
11,7,37,8,7,46.5,1.067,0.077127,0.000935,0.427148,0.011242,0.425484,0.039299,78.119494,1523.806029,6544.491214,10907.485356
11,7,38,8,7,47.07,1.028,0.077391,0.000919,0.439482,0.01129,0.437797,0.040072,79.062238,1547.27128,6666.293531,11110.489218
11,7,39,8,7,47.256,0.995,0.061362,0.000706,0.364526,0.010999,0.363269,0.032187,79.372562,1252.434449,5243.941908,8739.90318
11,7,40,8,7,47.442,0.905,0.043497,0.00047,0.287965,0.010915,0.287193,0.023731,79.683362,907.653244,3558.11461,5930.191017
11,7,41,8,7,47.628,0.748,0.025912,0.000238,0.210268,0.010875,0.210028,0.01481,79.994205,552.914789,1856.975151,3094.958585
11,7,42,8,7,47.814,0.501,0.010783,6.5e-05,0.131222,0.010753,0.131547,0.005493,80.30678,233.768111,466.723822,777.873036
11,7,43,8,7,48,0.07,0.00069,1e-05,0.052052,0.010645,0.05297,-0.004111,80.622497,13.255801,-49.379774,-82.299624
11,8,1,8,9,1.3,2.4,0.333333,1.732426,0,0.358307,0.267915,-0.237919,8.915935,28.112842,-32.454876,-54.091459
11,8,2,8,9,2.325,2.358,0.333333,0.815272,0,0.361162,0.248441,-0.262136,9.691445,30.2626,-74.239292,-123.732154
11,8,3,8,9,3.45,2.259,0.333333,0.460275,0,0.363686,0.226145,-0.284826,10.721334,32.297032,-140.338042,-233.896736
11,8,4,8,9,5.45,2.338,0.333333,0.220651,0,0.373339,0.192381,-0.319955,12.937497,41.406555,-375.312956,-625.521594
11,8,5,8,9,7.45,2.339,0.333333,0.127804,0,0.381232,0.16387,-0.344215,15.509489,50.709388,-793.550354,-1322.583923
11,8,6,8,9,9.3,2.848,0.333333,0.085232,0,0.396477,0.14608,-0.368584,18.094021,74.914192,-1757.893296,-2929.822161
11,8,7,8,9,11.625,3.708,0.158098,0.03296,0.799822,0.011894,0.741859,0.299171,21.712301,713.239342,3343.689637,5572.816061
11,8,8,8,9,12.555,3.672,0.159035,0.028412,0.766225,0.011805,0.717963,0.2679,23.104373,774.026151,3626.122925,6043.538209
11,8,9,8,9,13.95,3.418,0.14422,0.021227,0.700232,0.011637,0.662695,0.226484,25.238684,793.564312,3783.373978,6305.623297
11,8,10,8,9,15.113,3.196,0.135387,0.017144,0.665946,0.011549,0.634677,0.201997,27.039744,815.694146,3923.476309,6539.127182
11,8,11,8,9,16.275,3.002,0.127694,0.014027,0.634166,0.01147,0.607962,0.180776,28.855558,835.812577,4044.774204,6741.290341
11,8,12,8,9,17.438,2.833,0.120567,0.011581,0.602934,0.01144,0.580923,0.161829,30.68706,852.390698,4140.689037,6901.148395
11,8,13,8,9,18.6,2.687,0.113803,0.009631,0.571472,0.011411,0.552965,0.144708,32.528963,864.705725,4208.987987,7014.979979
11,8,14,8,9,19.763,2.561,0.107022,0.008052,0.538484,0.01138,0.522962,0.128861,34.383396,870.84295,4240.760953,7067.934921
11,8,15,8,9,20.925,2.452,0.101944,0.006891,0.511775,0.011355,0.49863,0.115801,36.245513,883.42636,4293.089561,7155.149268
11,8,16,8,9,22.088,2.358,0.096442,0.005801,0.481853,0.011315,0.470799,0.103241,38.113406,886.94654,4296.076574,7160.127623
11,8,17,8,9,23.25,2.276,0.115467,0.006223,0.558732,0.010394,0.547186,0.113474,39.981874,1094.955848,5279.335779,8798.892965
11,8,18,8,9,24.413,2.203,0.110418,0.005387,0.530526,0.010458,0.520632,0.102515,41.863614,1105.558244,5314.483248,8857.472079
11,8,19,8,9,25.575,2.138,0.104111,0.004659,0.497067,0.010533,0.488691,0.091475,43.750675,1099.952531,5265.721916,8776.203194
11,8,20,8,9,26.738,2.078,0.100831,0.004117,0.47665,0.010579,0.469392,0.083532,45.641279,1117.531827,5317.455821,8862.426369
11,8,21,8,9,27.9,2.018,0.095863,0.003584,0.450521,0.010638,0.44432,0.075248,47.534438,1114.285126,5265.019528,8775.032546
11,8,22,8,9,29.063,1.958,0.091361,0.003137,0.427616,0.01069,0.422294,0.068094,49.43254,1111.26218,5207.73859,8679.564316
11,8,23,8,9,30.225,1.898,0.087274,0.00271,0.407823,0.010735,0.403233,0.061954,51.329539,1109.046047,5150.278413,8583.797355
11,8,24,8,9,31.388,1.838,0.085929,0.002461,0.400503,0.010751,0.3964,0.05818,53.232739,1135.533133,5231.185905,8718.643175
11,8,25,8,9,32.55,1.778,0.082657,0.002187,0.385892,0.010784,0.382308,0.053569,55.137091,1136.567548,5183.759484,8639.59914
11,8,26,8,9,33.713,1.718,0.079726,0.001953,0.373517,0.010812,0.370369,0.049587,57.045256,1138.831973,5140.275265,8567.125442
11,8,27,8,9,34.875,1.658,0.098638,0.002376,0.454874,0.008057,0.450758,0.061582,58.956201,1428.728437,6807.278038,11345.463397
11,8,28,8,9,36.038,1.598,0.096395,0.002173,0.447874,0.008047,0.444106,0.05853,60.868319,1446.135185,6868.543282,11447.572137
11,8,29,8,9,37.2,1.538,0.094345,0.001996,0.442599,0.008039,0.439129,0.055893,62.780412,1464.061749,6932.188047,11553.646745
11,8,30,8,9,38.363,1.478,0.094732,0.001884,0.448665,0.008048,0.445377,0.054812,64.695257,1515.337416,7154.361601,11923.936002
11,8,31,8,9,39.525,1.418,0.092951,0.001742,0.446547,0.008045,0.443483,0.052838,66.610217,1534.60685,7226.631389,12044.385648
11,8,32,8,9,40.688,1.358,0.091258,0.001615,0.4458,0.008044,0.44293,0.051144,68.528084,1553.584194,7299.008287,12165.013811
11,8,33,8,9,41.85,1.298,0.09185,0.001538,0.456434,0.008059,0.453664,0.05085,70.445134,1607.21564,7539.159969,12565.266614
11,8,34,8,9,43.013,1.238,0.094612,0.001502,0.47859,0.008092,0.475842,0.051851,72.364613,1696.675529,7952.233151,13253.721918
11,8,35,8,9,44.175,1.178,0.042776,0.000496,0.233349,0.01091,0.23281,0.019252,74.280859,832.267668,3040.222941,5067.038235
11,8,36,8,9,45.57,1.106,0.042886,0.000469,0.241718,0.010911,0.241187,0.019383,76.586074,860.538776,3151.468124,5252.446874
11,8,37,8,9,46.5,1.067,0.041527,0.00043,0.238157,0.01091,0.237697,0.018391,78.123549,851.362155,3062.971779,5104.952965
11,8,38,8,9,47.07,1.028,0.042571,0.000439,0.250182,0.010912,0.249662,0.019464,79.066263,882.450848,3238.238809,5397.064682
11,8,39,8,9,47.256,0.995,0.027886,0.000227,0.170717,0.010814,0.170756,0.010175,79.375434,588.753576,1657.903215,2763.172026
11,8,40,8,9,47.442,0.905,0.013746,3.4e-05,0.092645,0.010699,0.093257,0.000849,79.685372,294.746818,127.369061,212.281768
11,8,41,8,9,47.628,0.748,0.001993,1e-05,0.01501,0.010613,0.016216,-0.008658,80.005683,42.702744,-1085.902096,-1809.836826
11,8,42,8,9,47.814,0.501,9.8e-05,1e-05,-0.073003,0.010931,-0.071074,-0.019934,80.315631,-126.331224,-1694.176302,-2823.62717
11,8,43,8,9,48,0.07,9.8e-05,1e-05,-0.161637,0.011254,-0.158993,-0.031213,80.623232,-39.788678,-374.937898,-624.896496
11,9,1,8,11,1.3,2.4,0.333333,1.732426,0,0.358307,0.267915,-0.237919,8.915935,28.112842,-32.454876,-54.091459
11,9,2,8,11,2.325,2.358,0.333333,0.815272,0,0.361162,0.248441,-0.262136,9.691445,30.2626,-74.239292,-123.732154
11,9,3,8,11,3.45,2.259,0.333333,0.460275,0,0.363686,0.226145,-0.284826,10.721334,32.297032,-140.338042,-233.896736
11,9,4,8,11,5.45,2.338,0.333333,0.220651,0,0.373339,0.192381,-0.319955,12.937497,41.406555,-375.312956,-625.521594
11,9,5,8,11,7.45,2.339,0.333333,0.127804,0,0.381232,0.16387,-0.344215,15.509489,50.709388,-793.550354,-1322.583923
11,9,6,8,11,9.3,2.848,0.333333,0.085232,0,0.396477,0.14608,-0.368584,18.094021,74.914192,-1757.893296,-2929.822161
11,9,7,8,11,11.625,3.708,0.125681,0.027113,0.662177,0.01154,0.610888,0.255789,21.736276,588.61896,2865.147066,4775.245109
11,9,8,8,11,12.555,3.672,0.124682,0.023071,0.626794,0.011463,0.584508,0.226609,23.128128,631.447159,3073.553479,5122.589131
11,9,9,8,11,13.95,3.418,0.108989,0.016525,0.551814,0.011393,0.520358,0.184,25.257985,624.071873,3078.392185,5130.653642
11,9,10,8,11,15.113,3.196,0.099676,0.012895,0.510697,0.011354,0.485369,0.159239,27.055111,624.510673,3096.48482,5160.808033
11,9,11,8,11,16.275,3.002,0.091409,0.010255,0.472808,0.011301,0.452339,0.138073,28.870191,622.496525,3092.451894,5154.08649
11,9,12,8,11,17.438,2.833,0.083849,0.008194,0.436517,0.011248,0.419984,0.119529,30.700329,616.776391,3061.007114,5101.678523
11,9,13,8,11,18.6,2.687,0.07666,0.00657,0.400539,0.011195,0.387253,0.102916,32.541114,606.024731,2995.66127,4992.768784
11,9,14,8,11,19.763,2.561,0.069426,0.005237,0.363459,0.011151,0.352919,0.087604,34.393665,588.036723,2884.751011,4807.918352
11,9,15,8,11,20.925,2.452,0.063793,0.004252,0.333121,0.01113,0.324696,0.075274,36.253001,575.50275,2791.765283,4652.942138
11,9,16,8,11,22.088,2.358,0.057677,0.003403,0.299845,0.011107,0.293286,0.063356,38.121607,552.764554,2637.505753,4395.842921
11,9,17,8,11,23.25,2.276,0.073991,0.003991,0.37414,0.010811,0.366475,0.076116,39.991504,733.692988,3542.963298,5904.93883
11,9,18,8,11,24.413,2.203,0.068372,0.003307,0.343267,0.01088,0.337084,0.065766,41.872459,716.096675,3410.820685,5684.701142
11,9,19,8,11,25.575,2.138,0.061622,0.00267,0.307223,0.010962,0.302426,0.055178,43.756857,680.897777,3177.197888,5295.329813
11,9,20,8,11,26.738,2.078,0.057668,0.002248,0.284746,0.011013,0.280886,0.048008,45.646787,668.896952,3056.80641,5094.67735
11,9,21,8,11,27.9,2.018,0.052237,0.001824,0.256391,0.011077,0.253452,0.040261,47.539168,635.744947,2817.576032,4695.960054
11,9,22,8,11,29.063,1.958,0.047335,0.001478,0.231327,0.011133,0.229137,0.033653,49.436545,603.067891,2574.179212,4290.298686
11,9,23,8,11,30.225,1.898,0.042946,0.001197,0.209326,0.011183,0.207741,0.028038,51.335305,571.495685,2331.348837,3885.581395
11,9,24,8,11,31.388,1.838,0.041141,0.001014,0.200265,0.011203,0.199008,0.02505,53.237,570.170951,2252.702816,3754.504693
11,9,25,8,11,32.55,1.778,0.037682,0.000822,0.183632,0.011241,0.182776,0.020979,55.140831,543.451195,2030.390894,3383.984824
11,9,26,8,11,33.713,1.718,0.034635,0.000667,0.169274,0.011273,0.168741,0.017533,57.048519,518.91228,1817.776929,3029.628215
11,9,27,8,11,34.875,1.658,0.054282,0.001257,0.262091,0.007882,0.259962,0.034258,58.961432,824.12482,3787.596374,6312.660623
11,9,28,8,11,36.038,1.598,0.052079,0.001119,0.253284,0.007876,0.251421,0.031661,60.87311,818.825486,3716.047679,6193.412798
11,9,29,8,11,37.2,1.538,0.050155,0.001002,0.246219,0.007871,0.244576,0.029469,62.784789,815.532832,3655.399773,6092.332955
11,9,30,8,11,38.363,1.478,0.050597,0.000949,0.250748,0.007874,0.249189,0.029006,64.699401,847.941722,3786.456497,6310.760828
11,9,31,8,11,39.525,1.418,0.04913,0.000863,0.246858,0.007872,0.245454,0.027446,66.613979,849.453479,3754.27649,6257.127484
11,9,32,8,11,40.688,1.358,0.047851,0.000789,0.244345,0.00787,0.243068,0.026155,68.531478,852.650995,3733.032113,6221.720189
11,9,33,8,11,41.85,1.298,0.048804,0.000763,0.253431,0.007876,0.252174,0.026414,70.448311,893.466608,3916.602412,6527.670686
11,9,34,8,11,43.013,1.238,0.051841,0.00076,0.274285,0.007889,0.272955,0.028116,72.366641,973.308587,4312.390473,7187.317454
11,9,35,8,11,44.175,1.178,0.008518,2e-05,0.046785,0.010638,0.047786,-0.004299,74.291022,170.876871,-679.035356,-1131.725594
11,9,36,8,11,45.57,1.106,0.009346,2e-05,0.053219,0.010646,0.054149,-0.003674,76.594826,193.244264,-597.460049,-995.766748
11,9,37,8,11,46.5,1.067,0.00848,2e-05,0.048977,0.010641,0.049931,-0.004339,78.133193,178.884105,-722.905479,-1204.842465
11,9,38,8,11,47.07,1.028,0.010012,2e-05,0.059567,0.010655,0.060432,-0.003113,79.073703,213.643157,-518.08191,-863.46985
11,9,39,8,11,47.256,0.995,9.8e-05,1e-05,-0.02073,0.010742,-0.019212,-0.013268,79.392942,-66.271337,-2162.70402,-3604.506699
11,9,40,8,11,47.442,0.905,9.8e-05,1e-05,-0.110013,0.011065,-0.107755,-0.02478,79.700486,-340.700164,-3716.998969,-6194.998281
11,9,41,8,11,47.628,0.748,9.8e-05,1e-05,-0.198438,0.01139,-0.195459,-0.0361,80.008049,-514.738216,-4528.000319,-7546.667199
11,9,42,8,11,47.814,0.501,9.8e-05,1e-05,-0.284016,0.011787,-0.280339,-0.047054,80.315631,-498.291378,-3999.047137,-6665.078561
11,9,43,8,11,48,0.07,9.8e-05,1e-05,-0.366869,0.012225,-0.36252,-0.05763,80.623232,-90.722131,-692.264756,-1153.774593
11,10,1,8,13,1.3,2.4,0.333333,1.732426,0,0.358307,0.267915,-0.237919,8.915935,28.112842,-32.454876,-54.091459
11,10,2,8,13,2.325,2.358,0.333333,0.815272,0,0.361162,0.248441,-0.262136,9.691445,30.2626,-74.239292,-123.732154
11,10,3,8,13,3.45,2.259,0.333333,0.460275,0,0.363686,0.226145,-0.284826,10.721334,32.297032,-140.338042,-233.896736
