% DU96-W-180 Airfoil
0	0
0.004683841	0.01128125
0.012880562	0.02078125
0.022248244	0.02909375
0.032786885	0.03740625
0.044496487	0.04571875
0.05971897	0.05403125
0.078454333	0.06353125
0.092505855	0.07065625
0.107728337	0.07659375
0.12295082	0.08134375
0.140515222	0.08728125
0.154566745	0.09203125
0.167447307	0.09559375
0.181498829	0.09915625
0.195550351	0.10271875
0.210772834	0.10509375
0.225995316	0.10865625
0.241217799	0.11103125
0.255269321	0.11340625
0.270491803	0.11459375
0.286885246	0.11696875
0.306791569	0.11815625
0.325526932	0.11934375
0.340749415	0.11934375
0.367681499	0.12053125
0.380562061	0.11934375
0.395784543	0.11934375
0.415690867	0.11815625
0.432084309	0.11696875
0.446135831	0.11459375
0.466042155	0.11340625
0.481264637	0.11103125
0.49765808	0.10865625
0.514051522	0.10628125
0.529274005	0.10390625
0.544496487	0.10153125
0.55971897	0.09796875
0.574941452	0.09559375
0.590163934	0.09203125
0.606557377	0.08846875
0.62295082	0.08609375
0.638173302	0.08253125
0.649882904	0.08015625
0.668618267	0.07659375
0.683840749	0.07303125
0.696721311	0.06946875
0.709601874	0.06709375
0.727166276	0.06353125
0.745901639	0.05996875
0.764637002	0.05521875
0.778688525	0.05165625
0.791569087	0.04928125
0.806791569	0.04571875
0.820843091	0.04215625
0.834894614	0.03859375
0.850117096	0.03503125
0.866510539	0.03146875
0.882903981	0.02790625
0.896955504	0.02434375
0.911007026	0.02078125
0.926229508	0.01721875
0.94028103	0.01365625
0.955503513	0.01009375
0.969555035	0.00653125
0.983606557	0.00296875
1	0
0.990632319	-0.00178125
0.975409836	-0.00178125
0.962529274	-0.00296875
0.950819672	-0.00296875
0.93676815	-0.00415625
0.925058548	-0.00534375
0.911007026	-0.00653125
0.893442623	-0.00890625
0.880562061	-0.01009375
0.867681499	-0.01128125
0.853629977	-0.01365625
0.841920375	-0.01484375
0.830210773	-0.01721875
0.81498829	-0.01959375
0.795081967	-0.02196875
0.783372365	-0.02434375
0.769320843	-0.02553125
0.755269321	-0.02909375
0.743559719	-0.03028125
0.727166276	-0.03384375
0.715456674	-0.03503125
0.702576112	-0.03740625
0.68735363	-0.03978125
0.672131148	-0.04334375
0.659250585	-0.04453125
0.645199063	-0.04690625
0.628805621	-0.04928125
0.613583138	-0.05165625
0.598360656	-0.05284375
0.580796253	-0.05521875
0.566744731	-0.05640625
0.552693208	-0.05878125
0.537470726	-0.05996875
0.522248244	-0.06234375
0.505854801	-0.06353125
0.491803279	-0.06353125
0.477751756	-0.06590625
0.463700234	-0.06590625
0.43911007	-0.06709375
0.416861827	-0.06828125
0.396955504	-0.06946875
0.37470726	-0.06946875
0.358313817	-0.06946875
0.324355972	-0.07065625
0.309133489	-0.06946875
0.293911007	-0.06946875
0.277517564	-0.06828125
0.255269321	-0.06709375
0.234192037	-0.06590625
0.215456674	-0.06590625
0.196721311	-0.06471875
0.181498829	-0.06234375
0.166276347	-0.06115625
0.151053864	-0.05878125
0.138173302	-0.05640625
0.12295082	-0.05403125
0.111241218	-0.05165625
0.098360656	-0.04928125
0.086651054	-0.04690625
0.073770492	-0.04334375
0.06088993	-0.03978125
0.049180328	-0.03503125
0.038641686	-0.03146875
0.025761124	-0.02553125
0.015222482	-0.01959375
0.005854801	-0.01246875
0	0
